po_id,order_date,supplier_id,material_id,plant_id,order_qty,unit_of_measure,unit_price_usd,po_value_usd,promised_delivery_date,po_status
PO-1247,2025-06-06,SUP-014,MAT-104,PLT-03,436,MT,41.59,18133.24,2025-07-07,Closed
PO-1248,2025-07-10,SUP-001,MAT-101,PLT-02,326,MT,54.2,17669.2,2025-07-27,Closed
PO-1249,2025-07-09,SUP-001,MAT-101,PLT-02,172,MT,53.36,9177.92,2025-07-23,Closed
PO-1250,2025-07-03,SUP-001,MAT-101,PLT-03,234,MT,54.08,12654.72,2025-07-24,Closed
PO-1251,2025-07-20,SUP-002,MAT-102,PLT-03,96,MT,314.07,30150.72,2025-08-18,Closed
PO-1252,2025-07-11,SUP-002,MAT-102,PLT-02,233,MT,310.65,72381.45,2025-07-29,Closed
PO-1253,2025-07-19,SUP-003,MAT-103,PLT-03,178,MT,47.66,8483.48,2025-08-16,Closed
PO-1254,2025-07-13,SUP-003,MAT-103,PLT-04,163,MT,47.7,7775.1,2025-07-30,Closed
PO-1255,2025-07-02,SUP-004,MAT-104,PLT-03,119,MT,41.88,4983.72,2025-08-04,Closed
PO-1256,2025-07-06,SUP-004,MAT-104,PLT-05,333,MT,42.19,14049.27,2025-07-20,Closed
PO-1257,2025-07-15,SUP-004,MAT-104,PLT-05,291,MT,42.39,12335.49,2025-07-28,Closed
PO-1258,2025-07-16,SUP-004,MAT-104,PLT-05,191,MT,42.26,8071.66,2025-08-09,Closed
PO-1259,2025-07-02,SUP-005,MAT-105,PLT-02,281,MT,30.76,8643.56,2025-07-20,Closed
PO-1260,2025-07-05,SUP-005,MAT-105,PLT-04,515,MT,31.07,16001.05,2025-07-20,Closed
PO-1261,2025-07-07,SUP-005,MAT-105,PLT-06,80,MT,30.76,2460.8,2025-08-10,Closed
PO-1262,2025-07-17,SUP-005,MAT-105,PLT-06,341,MT,31.04,10584.64,2025-08-12,Closed
PO-1263,2025-07-01,SUP-006,MAT-102,PLT-03,122,MT,322.2,39308.4,2025-07-24,Closed
PO-1264,2025-07-05,SUP-006,MAT-102,PLT-03,247,MT,322.32,79613.04,2025-07-30,Closed
PO-1265,2025-07-14,SUP-007,MAT-101,PLT-06,392,MT,57.13,22394.96,2025-08-16,Closed
PO-1266,2025-07-11,SUP-007,MAT-101,PLT-01,91,MT,56.49,5140.59,2025-07-25,Closed
PO-1267,2025-07-19,SUP-007,MAT-101,PLT-03,112,MT,56.47,6324.64,2025-08-19,Closed
PO-1268,2025-07-19,SUP-008,MAT-106,PLT-04,470,MT,216.72,101858.4,2025-08-19,Closed
PO-1269,2025-07-20,SUP-008,MAT-106,PLT-06,404,MT,215.06,86884.24,2025-08-07,Closed
PO-1270,2025-07-11,SUP-009,MAT-108,PLT-02,221,KG,171.45,37890.45,2025-08-12,Closed
PO-1271,2025-07-15,SUP-009,MAT-107,PLT-02,1001,KG,156.46,156616.46,2025-08-03,Closed
PO-1272,2025-07-13,SUP-009,MAT-108,PLT-03,1067,KG,171.25,182723.75,2025-07-23,Closed
PO-1273,2025-07-03,SUP-010,MAT-103,PLT-06,449,MT,49.68,22306.32,2025-08-01,Closed
PO-1274,2025-07-09,SUP-010,MAT-103,PLT-03,327,MT,49.63,16229.01,2025-07-28,Closed
PO-1275,2025-07-16,SUP-010,MAT-103,PLT-01,445,MT,49.02,21813.9,2025-07-27,Closed
PO-1276,2025-07-04,SUP-011,MAT-105,PLT-02,417,MT,32.57,13581.69,2025-07-26,Closed
PO-1277,2025-07-11,SUP-011,MAT-105,PLT-02,152,MT,32.3,4909.6,2025-08-14,Closed
PO-1278,2025-07-02,SUP-011,MAT-105,PLT-04,414,MT,32.57,13483.98,2025-08-02,Closed
PO-1279,2025-07-14,SUP-012,MAT-110,PLT-04,1352,KG,8.02,10843.04,2025-07-29,Closed
PO-1280,2025-07-03,SUP-012,MAT-109,PLT-01,554,EA,22.14,12265.56,2025-07-25,Closed
PO-1281,2025-07-20,SUP-012,MAT-110,PLT-02,260,KG,8.05,2093.0,2025-08-22,Closed
PO-1282,2025-07-17,SUP-013,MAT-101,PLT-02,256,MT,59.84,15319.04,2025-08-16,Closed
PO-1283,2025-07-15,SUP-013,MAT-101,PLT-04,550,MT,59.3,32615.0,2025-07-29,Closed
PO-1284,2025-07-11,SUP-013,MAT-101,PLT-06,368,MT,59.82,22013.76,2025-07-30,Closed
PO-1285,2025-07-15,SUP-014,MAT-104,PLT-06,206,MT,42.1,8672.6,2025-08-17,Closed
PO-1286,2025-07-19,SUP-014,MAT-104,PLT-02,528,MT,42.31,22339.68,2025-08-10,Closed
PO-1287,2025-07-07,SUP-014,MAT-104,PLT-01,324,MT,42.16,13659.84,2025-08-09,Closed
PO-1288,2025-07-03,SUP-014,MAT-104,PLT-05,272,MT,42.32,11511.04,2025-07-27,Closed
PO-1289,2025-08-16,SUP-001,MAT-101,PLT-04,152,MT,53.88,8189.76,2025-09-03,Closed
PO-1290,2025-08-14,SUP-001,MAT-101,PLT-01,508,MT,54.23,27548.84,2025-09-17,Closed
PO-1291,2025-08-17,SUP-001,MAT-101,PLT-04,414,MT,53.85,22293.9,2025-09-08,Closed
PO-1292,2025-08-04,SUP-002,MAT-102,PLT-03,285,MT,310.69,88546.65,2025-09-02,Closed
PO-1293,2025-08-02,SUP-002,MAT-102,PLT-01,427,MT,313.91,134039.57,2025-09-04,Closed
PO-1294,2025-08-12,SUP-002,MAT-102,PLT-06,559,MT,314.64,175883.76,2025-08-28,Closed
PO-1295,2025-08-13,SUP-002,MAT-102,PLT-03,569,MT,312.13,177601.97,2025-09-02,Closed
PO-1296,2025-08-16,SUP-003,MAT-103,PLT-02,379,MT,48.08,18222.32,2025-09-11,Closed
PO-1297,2025-08-13,SUP-003,MAT-103,PLT-03,301,MT,48.19,14505.19,2025-09-12,Closed
PO-1298,2025-08-01,SUP-003,MAT-103,PLT-06,419,MT,47.55,19923.45,2025-08-18,Closed
PO-1299,2025-08-14,SUP-003,MAT-103,PLT-03,596,MT,48.27,28768.92,2025-09-10,Closed
PO-1300,2025-08-10,SUP-004,MAT-104,PLT-03,355,MT,42.42,15059.1,2025-08-22,Closed
PO-1301,2025-08-11,SUP-004,MAT-104,PLT-05,538,MT,41.84,22509.92,2025-09-05,Closed
PO-1302,2025-08-05,SUP-004,MAT-104,PLT-03,521,MT,41.92,21840.32,2025-09-04,Closed
PO-1303,2025-08-11,SUP-005,MAT-105,PLT-05,355,MT,30.82,10941.1,2025-09-03,Closed
PO-1304,2025-08-06,SUP-005,MAT-105,PLT-03,192,MT,30.9,5932.8,2025-09-09,Closed
PO-1305,2025-08-10,SUP-005,MAT-105,PLT-01,590,MT,30.69,18107.1,2025-09-10,Closed
PO-1306,2025-08-13,SUP-006,MAT-102,PLT-04,301,MT,320.54,96482.54,2025-09-04,Closed
PO-1307,2025-08-08,SUP-006,MAT-102,PLT-03,229,MT,320.68,73435.72,2025-09-03,Closed
PO-1308,2025-08-09,SUP-006,MAT-102,PLT-03,318,MT,318.08,101149.44,2025-08-21,Closed
PO-1309,2025-08-07,SUP-007,MAT-101,PLT-05,445,MT,57.17,25440.65,2025-09-06,Closed
PO-1310,2025-08-02,SUP-007,MAT-101,PLT-02,150,MT,56.16,8424.0,2025-08-31,Closed
PO-1311,2025-08-08,SUP-007,MAT-101,PLT-06,375,MT,56.46,21172.5,2025-08-28,Closed
PO-1312,2025-08-04,SUP-007,MAT-101,PLT-05,92,MT,56.48,5196.16,2025-08-31,Closed
PO-1313,2025-08-17,SUP-008,MAT-106,PLT-06,434,MT,216.13,93800.42,2025-08-27,Closed
PO-1314,2025-08-19,SUP-008,MAT-106,PLT-06,168,MT,217.46,36533.28,2025-09-09,Closed
PO-1315,2025-08-18,SUP-008,MAT-106,PLT-01,119,MT,217.31,25859.89,2025-09-09,Closed
PO-1316,2025-08-13,SUP-009,MAT-108,PLT-03,423,KG,174.24,73703.52,2025-09-04,Closed
PO-1317,2025-08-08,SUP-009,MAT-108,PLT-06,1355,KG,173.57,235187.35,2025-09-11,Closed
PO-1318,2025-08-08,SUP-009,MAT-108,PLT-02,807,KG,173.03,139635.21,2025-09-09,Closed
PO-1319,2025-08-20,SUP-009,MAT-107,PLT-05,1350,KG,156.86,211761.0,2025-09-05,Closed
PO-1320,2025-08-08,SUP-010,MAT-103,PLT-04,560,MT,49.87,27927.2,2025-09-04,Closed
PO-1321,2025-08-16,SUP-010,MAT-103,PLT-05,576,MT,49.43,28471.68,2025-09-17,Closed
PO-1322,2025-08-09,SUP-010,MAT-103,PLT-03,546,MT,49.45,26999.7,2025-09-07,Closed
PO-1323,2025-08-16,SUP-011,MAT-105,PLT-01,123,MT,32.3,3972.9,2025-09-03,Closed
PO-1324,2025-08-17,SUP-011,MAT-105,PLT-02,218,MT,32.24,7028.32,2025-08-27,Closed
PO-1325,2025-08-11,SUP-011,MAT-105,PLT-03,312,MT,32.12,10021.44,2025-09-13,Closed
PO-1326,2025-08-17,SUP-012,MAT-110,PLT-05,1467,KG,7.97,11691.99,2025-09-06,Closed
PO-1327,2025-08-19,SUP-012,MAT-109,PLT-04,593,EA,21.84,12951.12,2025-08-31,Closed
PO-1328,2025-08-09,SUP-012,MAT-109,PLT-04,591,EA,21.85,12913.35,2025-09-02,Closed
PO-1329,2025-08-20,SUP-013,MAT-101,PLT-02,589,MT,59.49,35039.61,2025-09-06,Closed
PO-1330,2025-08-04,SUP-013,MAT-101,PLT-02,430,MT,59.18,25447.4,2025-09-05,Closed
PO-1331,2025-08-01,SUP-013,MAT-101,PLT-01,512,MT,59.17,30295.04,2025-08-30,Closed
PO-1332,2025-08-18,SUP-013,MAT-101,PLT-01,191,MT,59.75,11412.25,2025-09-17,Closed
PO-1333,2025-08-05,SUP-014,MAT-104,PLT-03,271,MT,41.66,11289.86,2025-09-07,Closed
PO-1334,2025-08-13,SUP-014,MAT-104,PLT-04,187,MT,41.83,7822.21,2025-08-30,Closed
PO-1335,2025-09-05,SUP-001,MAT-101,PLT-04,518,MT,53.98,27961.64,2025-09-29,Closed
PO-1336,2025-09-17,SUP-001,MAT-101,PLT-06,287,MT,53.96,15486.52,2025-10-13,Closed
PO-1337,2025-09-15,SUP-001,MAT-101,PLT-06,318,MT,54.19,17232.42,2025-10-16,Closed
PO-1338,2025-09-06,SUP-002,MAT-102,PLT-02,84,MT,314.59,26425.56,2025-09-21,Closed
PO-1339,2025-09-11,SUP-002,MAT-102,PLT-04,478,MT,314.64,150397.92,2025-10-05,Closed
PO-1340,2025-09-11,SUP-002,MAT-102,PLT-05,460,MT,311.08,143096.8,2025-10-08,Closed
PO-1341,2025-09-04,SUP-003,MAT-103,PLT-06,266,MT,47.73,12696.18,2025-09-26,Closed
PO-1342,2025-09-16,SUP-003,MAT-103,PLT-04,450,MT,47.61,21424.5,2025-09-28,Closed
PO-1343,2025-09-11,SUP-003,MAT-103,PLT-05,502,MT,48.15,24171.3,2025-10-03,Closed
PO-1344,2025-09-05,SUP-003,MAT-103,PLT-02,503,MT,48.07,24179.21,2025-09-24,Closed
PO-1345,2025-09-06,SUP-004,MAT-104,PLT-04,495,MT,42.38,20978.1,2025-09-18,Closed
PO-1346,2025-09-15,SUP-004,MAT-104,PLT-03,312,MT,41.84,13054.08,2025-09-29,Closed
PO-1347,2025-09-09,SUP-004,MAT-104,PLT-01,569,MT,42.14,23977.66,2025-10-13,Closed
PO-1348,2025-09-02,SUP-004,MAT-104,PLT-06,582,MT,41.61,24217.02,2025-09-23,Closed
PO-1349,2025-09-15,SUP-005,MAT-105,PLT-02,155,MT,31.14,4826.7,2025-10-02,Closed
PO-1350,2025-09-17,SUP-005,MAT-105,PLT-06,96,MT,30.76,2952.96,2025-10-20,Closed
PO-1351,2025-09-13,SUP-005,MAT-105,PLT-06,479,MT,30.9,14801.1,2025-10-12,Closed
PO-1352,2025-09-20,SUP-005,MAT-105,PLT-03,390,MT,30.76,11996.4,2025-10-24,Closed
PO-1353,2025-09-20,SUP-006,MAT-102,PLT-03,300,MT,318.7,95610.0,2025-10-14,Closed
PO-1354,2025-09-18,SUP-006,MAT-102,PLT-04,88,MT,317.8,27966.4,2025-10-02,Closed
PO-1355,2025-09-03,SUP-007,MAT-101,PLT-04,226,MT,56.66,12805.16,2025-10-07,Closed
PO-1356,2025-09-07,SUP-007,MAT-101,PLT-04,223,MT,56.57,12615.11,2025-10-07,Closed
PO-1357,2025-09-11,SUP-007,MAT-101,PLT-02,465,MT,56.2,26133.0,2025-09-28,Closed
PO-1358,2025-09-10,SUP-007,MAT-101,PLT-04,109,MT,56.36,6143.24,2025-09-29,Closed
PO-1359,2025-09-09,SUP-008,MAT-106,PLT-06,264,MT,215.63,56926.32,2025-10-04,Closed
PO-1360,2025-09-14,SUP-008,MAT-106,PLT-04,487,MT,214.41,104417.67,2025-09-25,Closed
PO-1361,2025-09-06,SUP-009,MAT-108,PLT-06,513,KG,174.37,89451.81,2025-09-19,Closed
PO-1362,2025-09-13,SUP-009,MAT-108,PLT-06,862,KG,171.9,148177.8,2025-10-08,Closed
PO-1363,2025-09-15,SUP-009,MAT-107,PLT-06,880,KG,157.03,138186.4,2025-10-06,Closed
PO-1364,2025-09-20,SUP-010,MAT-103,PLT-06,269,MT,49.82,13401.58,2025-10-02,Closed
PO-1365,2025-09-03,SUP-010,MAT-103,PLT-01,423,MT,49.52,20946.96,2025-10-02,Closed
PO-1366,2025-09-16,SUP-010,MAT-103,PLT-04,405,MT,49.31,19970.55,2025-10-14,Closed
PO-1367,2025-09-11,SUP-011,MAT-105,PLT-06,181,MT,32.5,5882.5,2025-10-03,Closed
PO-1368,2025-09-11,SUP-011,MAT-105,PLT-03,279,MT,32.42,9045.18,2025-10-03,Closed
PO-1369,2025-09-06,SUP-011,MAT-105,PLT-02,506,MT,32.46,16424.76,2025-09-29,Closed
PO-1370,2025-09-05,SUP-011,MAT-105,PLT-03,438,MT,32.54,14252.52,2025-09-28,Closed
PO-1371,2025-09-19,SUP-012,MAT-110,PLT-04,512,KG,8.0,4096.0,2025-09-29,Closed
PO-1372,2025-09-13,SUP-012,MAT-109,PLT-06,192,EA,21.98,4220.16,2025-10-07,Closed
PO-1373,2025-09-07,SUP-012,MAT-109,PLT-02,749,EA,22.04,16507.96,2025-10-02,Closed
PO-1374,2025-09-01,SUP-012,MAT-110,PLT-01,701,KG,8.02,5622.02,2025-09-17,Closed
PO-1375,2025-09-16,SUP-013,MAT-101,PLT-04,362,MT,59.02,21365.24,2025-09-28,Closed
PO-1376,2025-09-12,SUP-013,MAT-101,PLT-01,357,MT,59.76,21334.32,2025-10-03,Closed
PO-1377,2025-09-12,SUP-013,MAT-101,PLT-02,169,MT,59.73,10094.37,2025-09-29,Closed
PO-1378,2025-09-07,SUP-013,MAT-101,PLT-01,308,MT,59.81,18421.48,2025-09-25,Closed
PO-1379,2025-09-18,SUP-014,MAT-104,PLT-02,338,MT,42.21,14266.98,2025-10-09,Closed
PO-1380,2025-09-02,SUP-014,MAT-104,PLT-02,275,MT,42.37,11651.75,2025-09-23,Closed
PO-1381,2025-09-19,SUP-014,MAT-104,PLT-06,491,MT,41.98,20612.18,2025-10-21,Closed
PO-1382,2025-10-10,SUP-001,MAT-101,PLT-05,132,MT,53.76,7096.32,2025-10-26,Closed
PO-1383,2025-10-08,SUP-001,MAT-101,PLT-06,428,MT,54.27,23227.56,2025-10-25,Closed
PO-1384,2025-10-03,SUP-001,MAT-101,PLT-03,215,MT,53.57,11517.55,2025-10-28,Closed
PO-1385,2025-10-18,SUP-001,MAT-101,PLT-03,287,MT,54.43,15621.41,2025-11-08,Closed
PO-1386,2025-10-13,SUP-002,MAT-102,PLT-06,506,MT,313.95,158858.7,2025-11-02,Closed
PO-1387,2025-10-15,SUP-002,MAT-102,PLT-04,258,MT,313.06,80769.48,2025-11-02,Closed
PO-1388,2025-10-20,SUP-002,MAT-102,PLT-06,508,MT,314.35,159689.8,2025-11-20,Closed
PO-1389,2025-10-11,SUP-002,MAT-102,PLT-05,193,MT,316.75,61132.75,2025-11-08,Closed
PO-1390,2025-10-01,SUP-003,MAT-103,PLT-03,519,MT,48.02,24922.38,2025-10-29,Closed
PO-1391,2025-10-06,SUP-003,MAT-103,PLT-02,206,MT,48.11,9910.66,2025-10-28,Closed
PO-1392,2025-10-11,SUP-004,MAT-104,PLT-03,431,MT,42.06,18127.86,2025-11-07,Closed
PO-1393,2025-10-10,SUP-004,MAT-104,PLT-03,382,MT,42.24,16135.68,2025-10-26,Closed
PO-1394,2025-10-13,SUP-004,MAT-104,PLT-05,169,MT,41.95,7089.55,2025-11-04,Closed
PO-1395,2025-10-11,SUP-004,MAT-104,PLT-04,137,MT,41.78,5723.86,2025-11-14,Closed
PO-1396,2025-10-04,SUP-005,MAT-105,PLT-01,423,MT,30.61,12948.03,2025-11-07,Closed
PO-1397,2025-10-19,SUP-005,MAT-105,PLT-03,104,MT,30.94,3217.76,2025-11-06,Closed
PO-1398,2025-10-11,SUP-005,MAT-105,PLT-05,100,MT,31.03,3103.0,2025-10-27,Closed
PO-1399,2025-10-13,SUP-006,MAT-102,PLT-04,270,MT,318.68,86043.6,2025-10-31,Closed
PO-1400,2025-10-13,SUP-006,MAT-102,PLT-04,158,MT,323.18,51062.44,2025-10-26,Closed
PO-1401,2025-10-13,SUP-007,MAT-101,PLT-05,588,MT,56.49,33216.12,2025-11-03,Closed
PO-1402,2025-10-05,SUP-007,MAT-101,PLT-05,230,MT,56.27,12942.1,2025-11-06,Closed
PO-1403,2025-10-18,SUP-007,MAT-101,PLT-02,454,MT,56.81,25791.74,2025-11-07,Closed
PO-1404,2025-10-09,SUP-007,MAT-101,PLT-06,223,MT,56.97,12704.31,2025-10-22,Closed
PO-1405,2025-10-17,SUP-008,MAT-106,PLT-06,311,MT,217.81,67738.91,2025-11-08,Closed
PO-1406,2025-10-19,SUP-008,MAT-106,PLT-01,231,MT,214.47,49542.57,2025-10-30,Closed
PO-1407,2025-10-07,SUP-009,MAT-108,PLT-03,378,KG,174.36,65908.08,2025-10-25,Closed
PO-1408,2025-10-07,SUP-009,MAT-107,PLT-03,663,KG,155.71,103235.73,2025-10-28,Closed
PO-1409,2025-10-20,SUP-009,MAT-107,PLT-01,423,KG,155.46,65759.58,2025-11-13,Closed
PO-1410,2025-10-15,SUP-009,MAT-108,PLT-04,917,KG,174.28,159814.76,2025-11-08,Closed
PO-1411,2025-10-02,SUP-010,MAT-103,PLT-04,413,MT,49.38,20393.94,2025-10-29,Closed
PO-1412,2025-10-02,SUP-010,MAT-103,PLT-01,93,MT,49.39,4593.27,2025-10-28,Closed
PO-1413,2025-10-17,SUP-010,MAT-103,PLT-05,385,MT,49.4,19019.0,2025-11-06,Closed
PO-1414,2025-10-05,SUP-011,MAT-105,PLT-02,469,MT,32.1,15054.9,2025-11-03,Closed
PO-1415,2025-10-02,SUP-011,MAT-105,PLT-03,421,MT,32.55,13703.55,2025-11-03,Closed
PO-1416,2025-10-11,SUP-011,MAT-105,PLT-04,204,MT,32.53,6636.12,2025-10-21,Closed
PO-1417,2025-10-13,SUP-011,MAT-105,PLT-02,551,MT,32.58,17951.58,2025-11-15,Closed
PO-1418,2025-10-10,SUP-012,MAT-110,PLT-02,447,KG,8.04,3593.88,2025-10-26,Closed
PO-1419,2025-10-12,SUP-012,MAT-109,PLT-05,530,EA,21.88,11596.4,2025-10-31,Closed
PO-1420,2025-10-11,SUP-012,MAT-109,PLT-03,633,EA,22.14,14014.62,2025-11-09,Closed
PO-1421,2025-10-03,SUP-013,MAT-101,PLT-01,286,MT,59.16,16919.76,2025-11-05,Closed
PO-1422,2025-10-16,SUP-013,MAT-101,PLT-05,400,MT,59.33,23732.0,2025-11-06,Closed
PO-1423,2025-10-07,SUP-013,MAT-101,PLT-02,250,MT,59.52,14880.0,2025-10-28,Closed
PO-1424,2025-10-17,SUP-014,MAT-104,PLT-02,89,MT,42.28,3762.92,2025-10-31,Closed
PO-1425,2025-10-01,SUP-014,MAT-104,PLT-06,290,MT,42.38,12290.2,2025-11-02,Closed
PO-1426,2025-10-02,SUP-014,MAT-104,PLT-05,298,MT,42.28,12599.44,2025-11-03,Closed
PO-1427,2025-10-09,SUP-014,MAT-104,PLT-03,492,MT,42.35,20836.2,2025-10-27,Closed
PO-1428,2025-11-04,SUP-001,MAT-101,PLT-02,169,MT,53.77,9087.13,2025-12-04,Closed
PO-1429,2025-11-02,SUP-001,MAT-101,PLT-06,363,MT,53.92,19572.96,2025-11-15,Closed
PO-1430,2025-11-16,SUP-001,MAT-101,PLT-03,153,MT,53.45,8177.85,2025-12-06,Closed
PO-1431,2025-11-09,SUP-002,MAT-102,PLT-01,209,MT,316.33,66112.97,2025-11-22,Closed
PO-1432,2025-11-10,SUP-002,MAT-102,PLT-05,231,MT,312.33,72148.23,2025-12-05,Closed
PO-1433,2025-11-12,SUP-003,MAT-103,PLT-03,483,MT,47.82,23097.06,2025-11-30,Closed
PO-1434,2025-11-17,SUP-003,MAT-103,PLT-01,233,MT,48.32,11258.56,2025-12-14,Closed
PO-1435,2025-11-03,SUP-003,MAT-103,PLT-03,128,MT,48.28,6179.84,2025-11-20,Closed
PO-1436,2025-11-10,SUP-004,MAT-104,PLT-06,208,MT,42.15,8767.2,2025-12-11,Closed
PO-1437,2025-11-14,SUP-004,MAT-104,PLT-01,413,MT,41.99,17341.87,2025-11-30,Closed
PO-1438,2025-11-01,SUP-004,MAT-104,PLT-06,219,MT,42.1,9219.9,2025-11-23,Closed
PO-1439,2025-11-14,SUP-005,MAT-105,PLT-04,209,MT,30.9,6458.1,2025-11-26,Closed
PO-1440,2025-11-04,SUP-005,MAT-105,PLT-05,317,MT,30.66,9719.22,2025-12-05,Closed
PO-1441,2025-11-19,SUP-005,MAT-105,PLT-03,150,MT,30.72,4608.0,2025-12-04,Closed
PO-1442,2025-11-03,SUP-006,MAT-102,PLT-05,372,MT,318.16,118355.52,2025-11-18,Closed
PO-1443,2025-11-06,SUP-006,MAT-102,PLT-05,582,MT,317.39,184720.98,2025-11-27,Closed
PO-1444,2025-11-02,SUP-006,MAT-102,PLT-03,595,MT,321.36,191209.2,2025-11-21,Closed
PO-1445,2025-11-11,SUP-006,MAT-102,PLT-02,471,MT,320.66,151030.86,2025-12-15,Closed
PO-1446,2025-11-16,SUP-007,MAT-101,PLT-02,539,MT,56.92,30679.88,2025-12-17,Closed
PO-1447,2025-11-12,SUP-007,MAT-101,PLT-06,373,MT,57.11,21302.03,2025-12-01,Closed
PO-1448,2025-11-18,SUP-008,MAT-106,PLT-06,136,MT,217.35,29559.6,2025-12-21,Closed
PO-1449,2025-11-20,SUP-008,MAT-106,PLT-04,104,MT,217.7,22640.8,2025-12-07,Closed
PO-1450,2025-11-03,SUP-009,MAT-108,PLT-02,1449,KG,173.05,250749.45,2025-12-01,Closed
PO-1451,2025-11-04,SUP-009,MAT-107,PLT-03,1409,KG,156.89,221058.01,2025-11-14,Closed
PO-1452,2025-11-08,SUP-010,MAT-103,PLT-01,219,MT,49.84,10914.96,2025-12-05,Closed
PO-1453,2025-11-02,SUP-010,MAT-103,PLT-03,329,MT,49.67,16341.43,2025-11-22,Closed
PO-1454,2025-11-15,SUP-010,MAT-103,PLT-06,267,MT,49.48,13211.16,2025-11-29,Closed
PO-1455,2025-11-07,SUP-011,MAT-105,PLT-06,257,MT,32.34,8311.38,2025-11-24,Closed
PO-1456,2025-11-16,SUP-011,MAT-105,PLT-04,105,MT,32.19,3379.95,2025-12-08,Closed
PO-1457,2025-11-02,SUP-012,MAT-109,PLT-01,296,EA,21.86,6470.56,2025-11-25,Closed
PO-1458,2025-11-05,SUP-012,MAT-110,PLT-05,1328,KG,7.95,10557.6,2025-12-03,Closed
PO-1459,2025-11-12,SUP-012,MAT-109,PLT-03,621,EA,22.21,13792.41,2025-12-13,Closed
PO-1460,2025-11-02,SUP-013,MAT-101,PLT-03,388,MT,59.5,23086.0,2025-11-20,Closed
PO-1461,2025-11-07,SUP-013,MAT-101,PLT-04,148,MT,59.29,8774.92,2025-12-03,Closed
PO-1462,2025-11-08,SUP-014,MAT-104,PLT-03,278,MT,42.25,11745.5,2025-12-10,Closed
PO-1463,2025-11-15,SUP-014,MAT-104,PLT-01,459,MT,42.31,19420.29,2025-12-07,Closed
PO-1464,2025-12-15,SUP-001,MAT-101,PLT-05,123,MT,54.42,6693.66,2026-01-16,Closed
PO-1465,2025-12-04,SUP-001,MAT-101,PLT-05,481,MT,54.14,26041.34,2025-12-17,Closed
PO-1466,2025-12-09,SUP-001,MAT-101,PLT-02,404,MT,53.41,21577.64,2025-12-31,Closed
PO-1467,2025-12-09,SUP-001,MAT-101,PLT-06,164,MT,54.2,8888.8,2026-01-04,Closed
PO-1468,2025-12-11,SUP-002,MAT-102,PLT-04,385,MT,316.71,121933.35,2026-01-06,Closed
PO-1469,2025-12-16,SUP-002,MAT-102,PLT-01,150,MT,316.36,47454.0,2026-01-18,Closed
PO-1470,2025-12-03,SUP-002,MAT-102,PLT-05,98,MT,314.1,30781.8,2025-12-22,Closed
PO-1471,2025-12-02,SUP-002,MAT-102,PLT-04,515,MT,313.42,161411.3,2026-01-01,Closed
PO-1472,2025-12-07,SUP-003,MAT-103,PLT-05,401,MT,47.67,19115.67,2026-01-07,Closed
PO-1473,2025-12-18,SUP-003,MAT-103,PLT-06,98,MT,48.44,4747.12,2026-01-17,Closed
PO-1474,2025-12-09,SUP-004,MAT-104,PLT-01,283,MT,42.04,11897.32,2025-12-22,Closed
PO-1475,2025-12-15,SUP-004,MAT-104,PLT-06,423,MT,42.24,17867.52,2026-01-02,Closed
PO-1476,2025-12-13,SUP-004,MAT-104,PLT-04,400,MT,41.78,16712.0,2025-12-23,Closed
PO-1477,2025-12-02,SUP-005,MAT-105,PLT-03,161,MT,30.83,4963.63,2025-12-18,Closed
PO-1478,2025-12-07,SUP-005,MAT-105,PLT-03,468,MT,30.79,14409.72,2026-01-05,Closed
PO-1479,2025-12-01,SUP-005,MAT-105,PLT-04,390,MT,30.79,12008.1,2025-12-17,Closed
PO-1480,2025-12-04,SUP-006,MAT-102,PLT-06,187,MT,321.16,60056.92,2025-12-20,Closed
PO-1481,2025-12-19,SUP-006,MAT-102,PLT-02,565,MT,322.19,182037.35,2025-12-30,Closed
PO-1482,2025-12-16,SUP-006,MAT-102,PLT-06,153,MT,320.77,49077.81,2026-01-11,Closed
PO-1483,2025-12-04,SUP-006,MAT-102,PLT-01,356,MT,322.91,114955.96,2026-01-06,Closed
PO-1484,2025-12-06,SUP-007,MAT-101,PLT-05,403,MT,56.3,22688.9,2026-01-01,Closed
PO-1485,2025-12-15,SUP-007,MAT-101,PLT-04,427,MT,56.99,24334.73,2026-01-04,Closed
PO-1486,2025-12-10,SUP-008,MAT-106,PLT-05,572,MT,215.87,123477.64,2025-12-20,Closed
PO-1487,2025-12-08,SUP-008,MAT-106,PLT-02,195,MT,216.09,42137.55,2025-12-28,Closed
PO-1488,2025-12-17,SUP-008,MAT-106,PLT-02,543,MT,217.84,118287.12,2026-01-08,Closed
PO-1489,2025-12-05,SUP-008,MAT-106,PLT-04,414,MT,216.91,89800.74,2025-12-31,Closed
PO-1490,2025-12-16,SUP-009,MAT-108,PLT-04,286,KG,173.07,49498.02,2026-01-16,Closed
PO-1491,2025-12-07,SUP-009,MAT-107,PLT-03,1315,KG,157.3,206849.5,2025-12-29,Closed
PO-1492,2025-12-19,SUP-009,MAT-107,PLT-04,353,KG,157.85,55721.05,2026-01-06,Closed
PO-1493,2025-12-04,SUP-009,MAT-107,PLT-06,265,KG,157.12,41636.8,2025-12-24,Closed
PO-1494,2025-12-09,SUP-010,MAT-103,PLT-06,571,MT,49.41,28213.11,2025-12-20,Closed
