inspection_id,grn_id,supplier_id,material_id,plant_id,inspection_date,inspected_qty,defect_qty,defect_ppm,defect_category
INS-90297,GRN-5157,SUP-010,MAT-103,PLT-05,2025-05-02,107,0,1416,None
INS-90298,GRN-5157,SUP-010,MAT-103,PLT-05,2025-05-02,107,0,1485,None
INS-90299,GRN-5158,SUP-010,MAT-103,PLT-04,2025-05-02,306,0,1010,None
INS-90300,GRN-5159,SUP-011,MAT-105,PLT-02,2025-05-05,36,0,2264,None
INS-90301,GRN-5159,SUP-011,MAT-105,PLT-02,2025-05-05,36,0,4336,None
INS-90302,GRN-5159,SUP-011,MAT-105,PLT-02,2025-05-05,36,0,4592,None
INS-90303,GRN-5160,SUP-011,MAT-105,PLT-05,2025-04-22,182,1,6439,Off-spec Chemistry
INS-90304,GRN-5160,SUP-011,MAT-105,PLT-05,2025-04-22,182,1,6636,Off-spec Chemistry
INS-90305,GRN-5160,SUP-011,MAT-105,PLT-05,2025-04-22,182,1,5766,Bubble/Seed
INS-90306,GRN-5161,SUP-012,MAT-110,PLT-05,2025-05-10,188,0,645,None
INS-90307,GRN-5161,SUP-012,MAT-110,PLT-05,2025-05-10,188,0,103,None
INS-90308,GRN-5161,SUP-012,MAT-110,PLT-05,2025-05-10,189,0,324,None
INS-90309,GRN-5162,SUP-012,MAT-110,PLT-04,2025-05-12,723,0,427,None
INS-90310,GRN-5162,SUP-012,MAT-110,PLT-04,2025-05-12,723,0,416,None
INS-90311,GRN-5163,SUP-013,MAT-101,PLT-02,2025-05-10,198,0,4602,None
INS-90312,GRN-5164,SUP-013,MAT-101,PLT-05,2025-04-22,239,0,3044,None
INS-90313,GRN-5165,SUP-014,MAT-104,PLT-01,2025-05-13,246,0,423,None
INS-90314,GRN-5165,SUP-014,MAT-104,PLT-01,2025-05-13,247,0,494,None
INS-90315,GRN-5166,SUP-014,MAT-104,PLT-05,2025-05-02,381,0,364,None
INS-90316,GRN-5167,SUP-014,MAT-104,PLT-05,2025-05-12,180,0,499,None
INS-90317,GRN-5167,SUP-014,MAT-104,PLT-05,2025-05-12,180,0,576,None
INS-90318,GRN-5167,SUP-014,MAT-104,PLT-05,2025-05-12,182,0,584,None
INS-90319,GRN-5168,SUP-001,MAT-101,PLT-06,2025-05-28,49,0,175,None
INS-90320,GRN-5168,SUP-001,MAT-101,PLT-06,2025-05-28,49,0,130,None
INS-90321,GRN-5169,SUP-001,MAT-101,PLT-04,2025-05-21,340,0,190,None
INS-90322,GRN-5170,SUP-001,MAT-101,PLT-03,2025-05-31,72,0,136,None
INS-90323,GRN-5170,SUP-001,MAT-101,PLT-03,2025-05-31,73,0,154,None
INS-90324,GRN-5171,SUP-001,MAT-101,PLT-04,2025-05-28,49,0,153,None
INS-90325,GRN-5171,SUP-001,MAT-101,PLT-04,2025-05-28,49,0,136,None
INS-90326,GRN-5171,SUP-001,MAT-101,PLT-04,2025-05-28,51,0,83,None
INS-90327,GRN-5172,SUP-002,MAT-102,PLT-05,2025-06-11,93,0,125,None
INS-90328,GRN-5172,SUP-002,MAT-102,PLT-05,2025-06-11,93,0,91,None
INS-90329,GRN-5172,SUP-002,MAT-102,PLT-05,2025-06-11,95,0,198,None
INS-90330,GRN-5173,SUP-002,MAT-102,PLT-06,2025-06-14,120,0,199,None
INS-90331,GRN-5173,SUP-002,MAT-102,PLT-06,2025-06-14,121,0,123,None
INS-90332,GRN-5174,SUP-002,MAT-102,PLT-05,2025-05-28,143,0,174,None
INS-90333,GRN-5174,SUP-002,MAT-102,PLT-05,2025-05-28,143,0,76,None
INS-90334,GRN-5174,SUP-002,MAT-102,PLT-05,2025-05-28,143,0,197,None
INS-90335,GRN-5175,SUP-003,MAT-103,PLT-03,2025-05-27,478,0,563,None
INS-90336,GRN-5176,SUP-003,MAT-103,PLT-06,2025-06-02,252,0,713,None
INS-90337,GRN-5176,SUP-003,MAT-103,PLT-06,2025-06-02,253,0,474,None
INS-90338,GRN-5177,SUP-003,MAT-103,PLT-02,2025-05-30,169,0,502,None
INS-90339,GRN-5177,SUP-003,MAT-103,PLT-02,2025-05-30,170,0,376,None
INS-90340,GRN-5178,SUP-003,MAT-103,PLT-01,2025-05-19,145,0,395,None
INS-90341,GRN-5178,SUP-003,MAT-103,PLT-01,2025-05-19,145,0,685,None
INS-90342,GRN-5178,SUP-003,MAT-103,PLT-01,2025-05-19,147,0,407,None
INS-90343,GRN-5179,SUP-004,MAT-104,PLT-05,2025-06-14,153,0,488,None
INS-90344,GRN-5179,SUP-004,MAT-104,PLT-05,2025-06-14,154,0,463,None
INS-90345,GRN-5180,SUP-004,MAT-104,PLT-05,2025-06-04,505,0,523,None
INS-90346,GRN-5181,SUP-005,MAT-105,PLT-05,2025-05-23,504,0,1481,None
INS-90347,GRN-5182,SUP-005,MAT-105,PLT-05,2025-05-25,216,0,1375,None
INS-90348,GRN-5182,SUP-005,MAT-105,PLT-05,2025-05-25,217,0,2103,None
INS-90349,GRN-5183,SUP-006,MAT-102,PLT-02,2025-05-21,50,0,598,None
INS-90350,GRN-5183,SUP-006,MAT-102,PLT-02,2025-05-21,51,0,341,None
INS-90351,GRN-5184,SUP-006,MAT-102,PLT-06,2025-06-06,161,0,296,None
INS-90352,GRN-5184,SUP-006,MAT-102,PLT-06,2025-06-06,161,0,522,None
INS-90353,GRN-5185,SUP-007,MAT-101,PLT-03,2025-05-28,141,0,1656,None
INS-90354,GRN-5185,SUP-007,MAT-101,PLT-03,2025-05-28,141,0,1105,None
INS-90355,GRN-5185,SUP-007,MAT-101,PLT-03,2025-05-28,141,0,1276,None
INS-90356,GRN-5186,SUP-007,MAT-101,PLT-03,2025-05-31,386,0,2102,None
INS-90357,GRN-5187,SUP-007,MAT-101,PLT-05,2025-06-09,75,0,1162,None
INS-90358,GRN-5187,SUP-007,MAT-101,PLT-05,2025-06-09,76,0,2040,None
INS-90359,GRN-5188,SUP-008,MAT-106,PLT-05,2025-05-28,338,0,1910,None
INS-90360,GRN-5189,SUP-008,MAT-106,PLT-05,2025-06-06,102,0,1798,None
INS-90361,GRN-5189,SUP-008,MAT-106,PLT-05,2025-06-06,102,0,1692,None
INS-90362,GRN-5189,SUP-008,MAT-106,PLT-05,2025-06-06,102,0,1176,None
INS-90363,GRN-5190,SUP-008,MAT-106,PLT-02,2025-06-08,169,0,1602,None
INS-90364,GRN-5190,SUP-008,MAT-106,PLT-02,2025-06-08,170,0,1314,None
INS-90365,GRN-5191,SUP-008,MAT-106,PLT-05,2025-06-02,536,0,1452,None
INS-90366,GRN-5192,SUP-009,MAT-108,PLT-04,2025-06-05,177,1,6082,Packaging Damage
INS-90367,GRN-5192,SUP-009,MAT-108,PLT-04,2025-06-05,178,1,6911,Bubble/Seed
INS-90368,GRN-5193,SUP-009,MAT-107,PLT-04,2025-05-13,461,1,4124,Off-spec Chemistry
INS-90369,GRN-5193,SUP-009,MAT-107,PLT-04,2025-05-13,462,2,5680,Moisture
INS-90370,GRN-5194,SUP-009,MAT-108,PLT-01,2025-06-06,454,2,5274,Packaging Damage
INS-90371,GRN-5194,SUP-009,MAT-108,PLT-01,2025-06-06,454,2,6054,Off-spec Chemistry
INS-90372,GRN-5194,SUP-009,MAT-108,PLT-01,2025-06-06,454,0,2177,None
INS-90373,GRN-5195,SUP-009,MAT-108,PLT-04,2025-06-11,519,1,2400,Contamination
INS-90374,GRN-5195,SUP-009,MAT-108,PLT-04,2025-06-11,520,2,5708,Moisture
INS-90375,GRN-5196,SUP-010,MAT-103,PLT-06,2025-06-12,142,0,1964,None
INS-90376,GRN-5197,SUP-010,MAT-103,PLT-06,2025-06-23,172,0,1998,None
INS-90377,GRN-5197,SUP-010,MAT-103,PLT-06,2025-06-23,172,0,2398,None
INS-90378,GRN-5198,SUP-011,MAT-105,PLT-05,2025-05-24,141,0,3242,None
INS-90379,GRN-5199,SUP-011,MAT-105,PLT-05,2025-05-18,140,0,5200,None
INS-90380,GRN-5199,SUP-011,MAT-105,PLT-05,2025-05-18,140,0,5658,None
INS-90381,GRN-5200,SUP-012,MAT-110,PLT-05,2025-06-03,143,0,666,None
INS-90382,GRN-5200,SUP-012,MAT-110,PLT-05,2025-06-03,143,0,392,None
INS-90383,GRN-5200,SUP-012,MAT-110,PLT-05,2025-06-03,145,0,370,None
INS-90384,GRN-5201,SUP-012,MAT-110,PLT-05,2025-05-19,196,0,380,None
INS-90385,GRN-5201,SUP-012,MAT-110,PLT-05,2025-05-19,197,0,102,None
INS-90386,GRN-5202,SUP-012,MAT-110,PLT-03,2025-06-08,561,0,417,None
INS-90387,GRN-5203,SUP-013,MAT-101,PLT-01,2025-06-08,134,0,3945,None
INS-90388,GRN-5203,SUP-013,MAT-101,PLT-01,2025-06-08,135,0,4606,None
INS-90389,GRN-5204,SUP-013,MAT-101,PLT-01,2025-06-27,211,1,4916,Off-spec Chemistry
INS-90390,GRN-5204,SUP-013,MAT-101,PLT-01,2025-06-27,212,1,6073,Oversize Particles
INS-90391,GRN-5205,SUP-013,MAT-101,PLT-01,2025-05-25,247,1,4653,Oversize Particles
INS-90392,GRN-5206,SUP-014,MAT-104,PLT-04,2025-06-15,164,0,578,None
INS-90393,GRN-5206,SUP-014,MAT-104,PLT-04,2025-06-15,165,0,260,None
INS-90394,GRN-5207,SUP-014,MAT-104,PLT-01,2025-06-12,249,0,628,None
INS-90395,GRN-5207,SUP-014,MAT-104,PLT-01,2025-06-12,250,0,322,None
INS-90396,GRN-5208,SUP-014,MAT-104,PLT-02,2025-06-08,184,0,600,None
INS-90397,GRN-5209,SUP-001,MAT-101,PLT-03,2025-06-19,593,0,132,None
INS-90398,GRN-5210,SUP-001,MAT-101,PLT-05,2025-07-21,218,0,107,None
INS-90399,GRN-5210,SUP-001,MAT-101,PLT-05,2025-07-21,218,0,165,None
INS-90400,GRN-5211,SUP-001,MAT-101,PLT-05,2025-06-23,454,0,43,None
INS-90401,GRN-5212,SUP-002,MAT-102,PLT-03,2025-06-21,65,0,90,None
INS-90402,GRN-5212,SUP-002,MAT-102,PLT-03,2025-06-21,65,0,122,None
INS-90403,GRN-5212,SUP-002,MAT-102,PLT-03,2025-06-21,67,0,113,None
INS-90404,GRN-5213,SUP-002,MAT-102,PLT-04,2025-07-07,249,0,199,None
INS-90405,GRN-5213,SUP-002,MAT-102,PLT-04,2025-07-07,249,0,100,None
INS-90406,GRN-5214,SUP-002,MAT-102,PLT-05,2025-06-23,171,0,73,None
INS-90407,GRN-5214,SUP-002,MAT-102,PLT-05,2025-06-23,171,0,104,None
INS-90408,GRN-5214,SUP-002,MAT-102,PLT-05,2025-06-23,171,0,44,None
INS-90409,GRN-5215,SUP-003,MAT-103,PLT-02,2025-06-17,204,0,394,None
INS-90410,GRN-5216,SUP-003,MAT-103,PLT-05,2025-07-16,156,0,864,None
INS-90411,GRN-5217,SUP-004,MAT-104,PLT-06,2025-06-24,458,0,165,None
INS-90412,GRN-5218,SUP-004,MAT-104,PLT-04,2025-07-04,72,0,561,None
INS-90413,GRN-5218,SUP-004,MAT-104,PLT-04,2025-07-04,72,0,584,None
INS-90414,GRN-5218,SUP-004,MAT-104,PLT-04,2025-07-04,74,0,284,None
INS-90415,GRN-5219,SUP-005,MAT-105,PLT-03,2025-07-05,81,0,1633,None
INS-90416,GRN-5219,SUP-005,MAT-105,PLT-03,2025-07-05,81,0,1745,None
INS-90417,GRN-5219,SUP-005,MAT-105,PLT-03,2025-07-05,82,0,2070,None
INS-90418,GRN-5220,SUP-005,MAT-105,PLT-05,2025-07-20,137,0,1551,None
INS-90419,GRN-5220,SUP-005,MAT-105,PLT-05,2025-07-20,137,0,1022,None
INS-90420,GRN-5220,SUP-005,MAT-105,PLT-05,2025-07-20,138,0,1515,None
INS-90421,GRN-5221,SUP-005,MAT-105,PLT-04,2025-07-04,275,0,2126,None
INS-90422,GRN-5222,SUP-006,MAT-102,PLT-04,2025-06-26,148,0,396,None
INS-90423,GRN-5222,SUP-006,MAT-102,PLT-04,2025-06-26,148,0,276,None
INS-90424,GRN-5222,SUP-006,MAT-102,PLT-04,2025-06-26,148,0,316,None
INS-90425,GRN-5223,SUP-006,MAT-102,PLT-05,2025-07-13,46,0,802,None
INS-90426,GRN-5223,SUP-006,MAT-102,PLT-05,2025-07-13,46,0,522,None
INS-90427,GRN-5224,SUP-006,MAT-102,PLT-05,2025-07-06,123,0,365,None
INS-90428,GRN-5224,SUP-006,MAT-102,PLT-05,2025-07-06,124,0,584,None
INS-90429,GRN-5225,SUP-006,MAT-102,PLT-03,2025-06-25,144,0,542,None
INS-90430,GRN-5226,SUP-007,MAT-101,PLT-01,2025-06-26,463,0,1736,None
INS-90431,GRN-5227,SUP-007,MAT-101,PLT-02,2025-07-01,62,0,656,None
INS-90432,GRN-5227,SUP-007,MAT-101,PLT-02,2025-07-01,62,0,1099,None
INS-90433,GRN-5228,SUP-007,MAT-101,PLT-04,2025-07-10,329,0,1590,None
INS-90434,GRN-5229,SUP-008,MAT-106,PLT-05,2025-07-19,241,0,2131,None
INS-90435,GRN-5229,SUP-008,MAT-106,PLT-05,2025-07-19,241,0,1610,None
INS-90436,GRN-5230,SUP-008,MAT-106,PLT-06,2025-07-16,80,0,1241,None
INS-90437,GRN-5230,SUP-008,MAT-106,PLT-06,2025-07-16,80,0,1792,None
INS-90438,GRN-5230,SUP-008,MAT-106,PLT-06,2025-07-16,82,0,1926,None
INS-90439,GRN-5231,SUP-008,MAT-106,PLT-01,2025-07-19,520,0,1751,None
INS-90440,GRN-5232,SUP-009,MAT-108,PLT-03,2025-07-01,187,0,4507,None
INS-90441,GRN-5232,SUP-009,MAT-108,PLT-03,2025-07-01,187,0,5245,None
INS-90442,GRN-5232,SUP-009,MAT-108,PLT-03,2025-07-01,189,0,3820,None
INS-90443,GRN-5233,SUP-009,MAT-108,PLT-05,2025-06-27,104,0,4488,None
INS-90444,GRN-5233,SUP-009,MAT-108,PLT-05,2025-06-27,104,0,1875,None
INS-90445,GRN-5234,SUP-010,MAT-103,PLT-04,2025-07-02,186,0,2167,None
INS-90446,GRN-5234,SUP-010,MAT-103,PLT-04,2025-07-02,186,0,1831,None
INS-90447,GRN-5235,SUP-010,MAT-103,PLT-01,2025-06-27,267,0,2045,None
INS-90448,GRN-5235,SUP-010,MAT-103,PLT-01,2025-06-27,267,0,1460,None
INS-90449,GRN-5236,SUP-010,MAT-103,PLT-01,2025-07-01,76,0,1191,None
INS-90450,GRN-5236,SUP-010,MAT-103,PLT-01,2025-07-01,77,0,1600,None
INS-90451,GRN-5237,SUP-010,MAT-103,PLT-04,2025-07-18,157,0,1422,None
INS-90452,GRN-5237,SUP-010,MAT-103,PLT-04,2025-07-18,157,0,1379,None
INS-90453,GRN-5238,SUP-011,MAT-105,PLT-03,2025-07-13,81,0,3129,None
INS-90454,GRN-5238,SUP-011,MAT-105,PLT-03,2025-07-13,81,0,2816,None
INS-90455,GRN-5239,SUP-011,MAT-105,PLT-04,2025-07-13,235,1,6672,Oversize Particles
INS-90456,GRN-5239,SUP-011,MAT-105,PLT-04,2025-07-13,235,1,6890,Moisture
INS-90457,GRN-5240,SUP-012,MAT-110,PLT-04,2025-06-28,227,0,320,None
INS-90458,GRN-5240,SUP-012,MAT-110,PLT-04,2025-06-28,227,0,414,None
INS-90459,GRN-5240,SUP-012,MAT-110,PLT-04,2025-06-28,229,0,684,None
INS-90460,GRN-5241,SUP-012,MAT-110,PLT-03,2025-06-13,344,0,473,None
INS-90461,GRN-5241,SUP-012,MAT-110,PLT-03,2025-06-13,344,0,454,None
INS-90462,GRN-5242,SUP-013,MAT-101,PLT-05,2025-07-05,256,1,4026,Off-spec Chemistry
INS-90463,GRN-5242,SUP-013,MAT-101,PLT-05,2025-07-05,257,1,6252,Off-spec Chemistry
INS-90464,GRN-5243,SUP-013,MAT-101,PLT-05,2025-07-12,178,0,3289,None
INS-90465,GRN-5243,SUP-013,MAT-101,PLT-05,2025-07-12,178,0,4262,None
INS-90466,GRN-5243,SUP-013,MAT-101,PLT-05,2025-07-12,179,0,5054,None
INS-90467,GRN-5244,SUP-013,MAT-101,PLT-01,2025-06-28,42,0,3909,None
INS-90468,GRN-5244,SUP-013,MAT-101,PLT-01,2025-06-28,42,0,5177,None
INS-90469,GRN-5245,SUP-013,MAT-101,PLT-06,2025-07-03,525,3,6402,Moisture
INS-90470,GRN-5246,SUP-014,MAT-104,PLT-01,2025-07-02,133,0,442,None
INS-90471,GRN-5246,SUP-014,MAT-104,PLT-01,2025-07-02,133,0,457,None
INS-90472,GRN-5246,SUP-014,MAT-104,PLT-01,2025-07-02,135,0,502,None
INS-90473,GRN-5247,SUP-014,MAT-104,PLT-03,2025-07-07,436,0,454,None
INS-90474,GRN-5248,SUP-001,MAT-101,PLT-02,2025-07-27,108,0,144,None
INS-90475,GRN-5248,SUP-001,MAT-101,PLT-02,2025-07-27,108,0,79,None
INS-90476,GRN-5248,SUP-001,MAT-101,PLT-02,2025-07-27,110,0,139,None
INS-90477,GRN-5249,SUP-001,MAT-101,PLT-02,2025-07-23,86,0,99,None
INS-90478,GRN-5249,SUP-001,MAT-101,PLT-02,2025-07-23,86,0,139,None
INS-90479,GRN-5250,SUP-001,MAT-101,PLT-03,2025-07-24,78,0,63,None
INS-90480,GRN-5250,SUP-001,MAT-101,PLT-03,2025-07-24,78,0,52,None
INS-90481,GRN-5250,SUP-001,MAT-101,PLT-03,2025-07-24,78,0,130,None
INS-90482,GRN-5251,SUP-002,MAT-102,PLT-03,2025-08-18,96,0,126,None
INS-90483,GRN-5252,SUP-002,MAT-102,PLT-02,2025-07-29,116,0,74,None
INS-90484,GRN-5252,SUP-002,MAT-102,PLT-02,2025-07-29,117,0,149,None
INS-90485,GRN-5253,SUP-003,MAT-103,PLT-03,2025-08-16,89,0,420,None
INS-90486,GRN-5253,SUP-003,MAT-103,PLT-03,2025-08-16,89,0,595,None
INS-90487,GRN-5254,SUP-003,MAT-103,PLT-04,2025-07-30,81,0,451,None
INS-90488,GRN-5254,SUP-003,MAT-103,PLT-04,2025-07-30,82,0,561,None
INS-90489,GRN-5255,SUP-004,MAT-104,PLT-03,2025-08-04,119,0,169,None
INS-90490,GRN-5256,SUP-004,MAT-104,PLT-05,2025-07-20,333,0,500,None
INS-90491,GRN-5257,SUP-004,MAT-104,PLT-05,2025-07-28,97,0,683,None
INS-90492,GRN-5257,SUP-004,MAT-104,PLT-05,2025-07-28,97,0,374,None
INS-90493,GRN-5257,SUP-004,MAT-104,PLT-05,2025-07-28,97,0,584,None
INS-90494,GRN-5258,SUP-004,MAT-104,PLT-05,2025-08-14,191,0,265,None
INS-90495,GRN-5259,SUP-005,MAT-105,PLT-02,2025-07-20,281,0,1574,None
INS-90496,GRN-5260,SUP-005,MAT-105,PLT-04,2025-07-20,515,1,2068,Off-spec Chemistry
INS-90497,GRN-5261,SUP-005,MAT-105,PLT-06,2025-08-10,80,0,2022,None
INS-90498,GRN-5262,SUP-005,MAT-105,PLT-06,2025-08-12,103,0,2177,None
INS-90499,GRN-5262,SUP-005,MAT-105,PLT-06,2025-08-12,103,0,0,None
INS-90500,GRN-5262,SUP-005,MAT-105,PLT-06,2025-08-12,105,0,1916,None
INS-90501,GRN-5263,SUP-006,MAT-102,PLT-03,2025-07-24,122,0,415,None
INS-90502,GRN-5264,SUP-006,MAT-102,PLT-03,2025-07-30,82,0,479,None
INS-90503,GRN-5264,SUP-006,MAT-102,PLT-03,2025-07-30,82,0,486,None
INS-90504,GRN-5264,SUP-006,MAT-102,PLT-03,2025-07-30,83,0,616,None
INS-90505,GRN-5265,SUP-007,MAT-101,PLT-06,2025-08-16,365,0,2284,None
INS-90506,GRN-5266,SUP-007,MAT-101,PLT-01,2025-07-25,91,0,1638,None
INS-90507,GRN-5267,SUP-007,MAT-101,PLT-03,2025-08-19,112,0,1997,None
INS-90508,GRN-5268,SUP-008,MAT-106,PLT-04,2025-08-26,200,0,1411,None
INS-90509,GRN-5268,SUP-008,MAT-106,PLT-04,2025-08-26,200,0,802,None
INS-90510,GRN-5269,SUP-008,MAT-106,PLT-06,2025-08-07,134,0,1540,None
INS-90511,GRN-5269,SUP-008,MAT-106,PLT-06,2025-08-07,134,0,1456,None
INS-90512,GRN-5269,SUP-008,MAT-106,PLT-06,2025-08-07,136,0,738,None
INS-90513,GRN-5270,SUP-009,MAT-108,PLT-02,2025-08-12,98,0,4126,None
INS-90514,GRN-5270,SUP-009,MAT-108,PLT-02,2025-08-12,98,0,7942,None
INS-90515,GRN-5271,SUP-009,MAT-107,PLT-02,2025-08-03,333,1,5901,Oversize Particles
INS-90516,GRN-5271,SUP-009,MAT-107,PLT-02,2025-08-03,333,0,2218,None
INS-90517,GRN-5271,SUP-009,MAT-107,PLT-02,2025-08-03,335,2,8420,Off-spec Chemistry
INS-90518,GRN-5272,SUP-009,MAT-108,PLT-03,2025-07-23,355,1,3157,Bubble/Seed
INS-90519,GRN-5272,SUP-009,MAT-108,PLT-03,2025-07-23,355,2,6013,Packaging Damage
INS-90520,GRN-5272,SUP-009,MAT-108,PLT-03,2025-07-23,357,1,3297,Contamination
INS-90521,GRN-5273,SUP-010,MAT-103,PLT-06,2025-08-04,449,0,1269,None
INS-90522,GRN-5274,SUP-010,MAT-103,PLT-03,2025-07-28,327,0,1688,None
INS-90523,GRN-5275,SUP-010,MAT-103,PLT-01,2025-07-27,222,0,1798,None
INS-90524,GRN-5275,SUP-010,MAT-103,PLT-01,2025-07-27,223,0,2337,None
INS-90525,GRN-5276,SUP-011,MAT-105,PLT-02,2025-07-26,139,1,7545,Off-spec Chemistry
INS-90526,GRN-5276,SUP-011,MAT-105,PLT-02,2025-07-26,139,0,3517,None
INS-90527,GRN-5276,SUP-011,MAT-105,PLT-02,2025-07-26,139,0,4863,None
INS-90528,GRN-5277,SUP-011,MAT-105,PLT-02,2025-08-25,76,0,4401,None
INS-90529,GRN-5277,SUP-011,MAT-105,PLT-02,2025-08-25,76,0,2086,None
INS-90530,GRN-5278,SUP-011,MAT-105,PLT-04,2025-08-02,207,0,1380,None
INS-90531,GRN-5278,SUP-011,MAT-105,PLT-04,2025-08-02,207,0,3640,None
INS-90532,GRN-5279,SUP-012,MAT-110,PLT-04,2025-07-29,1352,0,450,None
INS-90533,GRN-5280,SUP-012,MAT-109,PLT-01,2025-07-25,554,0,279,None
INS-90534,GRN-5281,SUP-012,MAT-110,PLT-02,2025-08-22,260,0,319,None
INS-90535,GRN-5282,SUP-013,MAT-101,PLT-02,2025-08-16,229,1,5501,Bubble/Seed
INS-90536,GRN-5283,SUP-013,MAT-101,PLT-04,2025-07-29,183,1,6222,Oversize Particles
INS-90537,GRN-5283,SUP-013,MAT-101,PLT-04,2025-07-29,183,1,6439,Contamination
INS-90538,GRN-5283,SUP-013,MAT-101,PLT-04,2025-07-29,184,1,6343,Packaging Damage
INS-90539,GRN-5284,SUP-013,MAT-101,PLT-06,2025-07-30,122,0,4977,None
INS-90540,GRN-5284,SUP-013,MAT-101,PLT-06,2025-07-30,122,0,2234,None
INS-90541,GRN-5284,SUP-013,MAT-101,PLT-06,2025-07-30,124,0,2418,None
INS-90542,GRN-5285,SUP-014,MAT-104,PLT-06,2025-08-17,103,0,544,None
INS-90543,GRN-5285,SUP-014,MAT-104,PLT-06,2025-08-17,103,0,510,None
INS-90544,GRN-5286,SUP-014,MAT-104,PLT-02,2025-08-10,528,0,574,None
INS-90545,GRN-5287,SUP-014,MAT-104,PLT-01,2025-08-09,324,0,622,None
INS-90546,GRN-5288,SUP-014,MAT-104,PLT-05,2025-07-27,272,0,562,None
INS-90547,GRN-5289,SUP-001,MAT-101,PLT-04,2025-09-03,76,0,175,None
INS-90548,GRN-5289,SUP-001,MAT-101,PLT-04,2025-09-03,76,0,121,None
INS-90549,GRN-5290,SUP-001,MAT-101,PLT-01,2025-09-17,254,0,63,None
INS-90550,GRN-5290,SUP-001,MAT-101,PLT-01,2025-09-17,254,0,116,None
INS-90551,GRN-5291,SUP-001,MAT-101,PLT-04,2025-09-08,364,0,41,None
INS-90552,GRN-5292,SUP-002,MAT-102,PLT-03,2025-09-02,142,0,146,None
INS-90553,GRN-5292,SUP-002,MAT-102,PLT-03,2025-09-02,143,0,147,None
INS-90554,GRN-5293,SUP-002,MAT-102,PLT-01,2025-09-04,213,0,72,None
INS-90555,GRN-5293,SUP-002,MAT-102,PLT-01,2025-09-04,214,0,170,None
INS-90556,GRN-5294,SUP-002,MAT-102,PLT-06,2025-08-28,279,0,235,None
INS-90557,GRN-5294,SUP-002,MAT-102,PLT-06,2025-08-28,280,0,128,None
INS-90558,GRN-5295,SUP-002,MAT-102,PLT-03,2025-09-02,569,0,133,None
INS-90559,GRN-5296,SUP-003,MAT-103,PLT-02,2025-09-11,126,0,624,None
INS-90560,GRN-5296,SUP-003,MAT-103,PLT-02,2025-09-11,126,0,543,None
INS-90561,GRN-5296,SUP-003,MAT-103,PLT-02,2025-09-11,127,0,595,None
INS-90562,GRN-5297,SUP-003,MAT-103,PLT-03,2025-09-12,150,0,276,None
INS-90563,GRN-5297,SUP-003,MAT-103,PLT-03,2025-09-12,151,0,425,None
INS-90564,GRN-5298,SUP-003,MAT-103,PLT-06,2025-08-18,419,0,656,None
INS-90565,GRN-5299,SUP-003,MAT-103,PLT-03,2025-09-10,198,0,502,None
INS-90566,GRN-5299,SUP-003,MAT-103,PLT-03,2025-09-10,198,0,499,None
INS-90567,GRN-5299,SUP-003,MAT-103,PLT-03,2025-09-10,200,0,523,None
INS-90568,GRN-5300,SUP-004,MAT-104,PLT-03,2025-08-22,355,0,208,None
INS-90569,GRN-5301,SUP-004,MAT-104,PLT-05,2025-09-05,269,0,287,None
INS-90570,GRN-5301,SUP-004,MAT-104,PLT-05,2025-09-05,269,0,625,None
INS-90571,GRN-5302,SUP-004,MAT-104,PLT-03,2025-09-04,521,0,394,None
INS-90572,GRN-5303,SUP-005,MAT-105,PLT-05,2025-09-03,355,0,2320,None
INS-90573,GRN-5304,SUP-005,MAT-105,PLT-03,2025-09-14,64,0,2055,None
INS-90574,GRN-5304,SUP-005,MAT-105,PLT-03,2025-09-14,64,0,1606,None
INS-90575,GRN-5304,SUP-005,MAT-105,PLT-03,2025-09-14,64,0,1842,None
INS-90576,GRN-5305,SUP-005,MAT-105,PLT-01,2025-09-10,196,0,806,None
INS-90577,GRN-5305,SUP-005,MAT-105,PLT-01,2025-09-10,196,0,2674,None
INS-90578,GRN-5305,SUP-005,MAT-105,PLT-01,2025-09-10,198,0,1405,None
INS-90579,GRN-5306,SUP-006,MAT-102,PLT-04,2025-09-04,150,0,250,None
INS-90580,GRN-5306,SUP-006,MAT-102,PLT-04,2025-09-04,151,0,726,None
INS-90581,GRN-5307,SUP-006,MAT-102,PLT-03,2025-09-03,114,0,697,None
INS-90582,GRN-5307,SUP-006,MAT-102,PLT-03,2025-09-03,115,0,456,None
INS-90583,GRN-5308,SUP-006,MAT-102,PLT-03,2025-08-21,106,0,853,None
INS-90584,GRN-5308,SUP-006,MAT-102,PLT-03,2025-08-21,106,0,444,None
INS-90585,GRN-5308,SUP-006,MAT-102,PLT-03,2025-08-21,106,0,521,None
INS-90586,GRN-5309,SUP-007,MAT-101,PLT-05,2025-09-06,222,0,1759,None
INS-90587,GRN-5309,SUP-007,MAT-101,PLT-05,2025-09-06,223,0,531,None
INS-90588,GRN-5310,SUP-007,MAT-101,PLT-02,2025-09-06,150,0,1095,None
INS-90589,GRN-5311,SUP-007,MAT-101,PLT-06,2025-08-28,187,0,1095,None
INS-90590,GRN-5311,SUP-007,MAT-101,PLT-06,2025-08-28,188,0,819,None
INS-90591,GRN-5312,SUP-007,MAT-101,PLT-05,2025-08-31,30,0,1946,None
