grn_id,po_id,supplier_id,material_id,plant_id,received_date,received_qty,unit_of_measure,delivery_status,fulfillment_status,delivery_delay_days
GRN-5253,PO-1253,SUP-003,MAT-103,PLT-03,2025-08-16,178,MT,On-Time,In-Full,0
GRN-5254,PO-1254,SUP-003,MAT-103,PLT-04,2025-07-30,163,MT,On-Time,In-Full,0
GRN-5255,PO-1255,SUP-004,MAT-104,PLT-03,2025-08-04,119,MT,On-Time,In-Full,0
GRN-5256,PO-1256,SUP-004,MAT-104,PLT-05,2025-07-20,333,MT,On-Time,In-Full,0
GRN-5257,PO-1257,SUP-004,MAT-104,PLT-05,2025-07-28,291,MT,On-Time,In-Full,0
GRN-5258,PO-1258,SUP-004,MAT-104,PLT-05,2025-08-14,191,MT,Late,In-Full,5
GRN-5259,PO-1259,SUP-005,MAT-105,PLT-02,2025-07-20,281,MT,On-Time,In-Full,0
GRN-5260,PO-1260,SUP-005,MAT-105,PLT-04,2025-07-20,515,MT,On-Time,In-Full,0
GRN-5261,PO-1261,SUP-005,MAT-105,PLT-06,2025-08-10,80,MT,On-Time,In-Full,0
GRN-5262,PO-1262,SUP-005,MAT-105,PLT-06,2025-08-12,311,MT,On-Time,Short,0
GRN-5263,PO-1263,SUP-006,MAT-102,PLT-03,2025-07-24,122,MT,On-Time,In-Full,0
GRN-5264,PO-1264,SUP-006,MAT-102,PLT-03,2025-07-30,247,MT,On-Time,In-Full,0
GRN-5265,PO-1265,SUP-007,MAT-101,PLT-06,2025-08-16,365,MT,On-Time,Short,0
GRN-5266,PO-1266,SUP-007,MAT-101,PLT-01,2025-07-25,91,MT,On-Time,In-Full,0
GRN-5267,PO-1267,SUP-007,MAT-101,PLT-03,2025-08-19,112,MT,On-Time,In-Full,0
GRN-5268,PO-1268,SUP-008,MAT-106,PLT-04,2025-08-26,400,MT,Late,Short,7
GRN-5269,PO-1269,SUP-008,MAT-106,PLT-06,2025-08-07,404,MT,On-Time,In-Full,0
GRN-5270,PO-1270,SUP-009,MAT-108,PLT-02,2025-08-12,196,KG,On-Time,Short,0
GRN-5271,PO-1271,SUP-009,MAT-107,PLT-02,2025-08-03,1001,KG,On-Time,In-Full,0
GRN-5272,PO-1272,SUP-009,MAT-108,PLT-03,2025-07-23,1067,KG,On-Time,In-Full,0
GRN-5273,PO-1273,SUP-010,MAT-103,PLT-06,2025-08-04,449,MT,Late,In-Full,3
GRN-5274,PO-1274,SUP-010,MAT-103,PLT-03,2025-07-28,327,MT,On-Time,In-Full,0
GRN-5275,PO-1275,SUP-010,MAT-103,PLT-01,2025-07-27,445,MT,On-Time,In-Full,0
GRN-5276,PO-1276,SUP-011,MAT-105,PLT-02,2025-07-26,417,MT,On-Time,In-Full,0
GRN-5277,PO-1277,SUP-011,MAT-105,PLT-02,2025-08-25,152,MT,Late,In-Full,11
GRN-5278,PO-1278,SUP-011,MAT-105,PLT-04,2025-08-02,414,MT,On-Time,In-Full,0
GRN-5279,PO-1279,SUP-012,MAT-110,PLT-04,2025-07-29,1352,KG,On-Time,In-Full,0
GRN-5280,PO-1280,SUP-012,MAT-109,PLT-01,2025-07-25,554,EA,On-Time,In-Full,0
GRN-5281,PO-1281,SUP-012,MAT-110,PLT-02,2025-08-22,260,KG,On-Time,In-Full,0
GRN-5282,PO-1282,SUP-013,MAT-101,PLT-02,2025-08-16,229,MT,On-Time,Short,0
GRN-5283,PO-1283,SUP-013,MAT-101,PLT-04,2025-07-29,550,MT,On-Time,In-Full,0
GRN-5284,PO-1284,SUP-013,MAT-101,PLT-06,2025-07-30,368,MT,On-Time,In-Full,0
GRN-5285,PO-1285,SUP-014,MAT-104,PLT-06,2025-08-17,206,MT,On-Time,In-Full,0
GRN-5286,PO-1286,SUP-014,MAT-104,PLT-02,2025-08-10,528,MT,On-Time,In-Full,0
GRN-5287,PO-1287,SUP-014,MAT-104,PLT-01,2025-08-09,324,MT,On-Time,In-Full,0
GRN-5288,PO-1288,SUP-014,MAT-104,PLT-05,2025-07-27,272,MT,On-Time,In-Full,0
GRN-5289,PO-1289,SUP-001,MAT-101,PLT-04,2025-09-03,152,MT,On-Time,In-Full,0
GRN-5290,PO-1290,SUP-001,MAT-101,PLT-01,2025-09-17,508,MT,On-Time,In-Full,0
GRN-5291,PO-1291,SUP-001,MAT-101,PLT-04,2025-09-08,364,MT,On-Time,Short,0
GRN-5292,PO-1292,SUP-002,MAT-102,PLT-03,2025-09-02,285,MT,On-Time,In-Full,0
GRN-5293,PO-1293,SUP-002,MAT-102,PLT-01,2025-09-04,427,MT,On-Time,In-Full,0
GRN-5294,PO-1294,SUP-002,MAT-102,PLT-06,2025-08-28,559,MT,On-Time,In-Full,0
GRN-5295,PO-1295,SUP-002,MAT-102,PLT-03,2025-09-02,569,MT,On-Time,In-Full,0
GRN-5296,PO-1296,SUP-003,MAT-103,PLT-02,2025-09-11,379,MT,On-Time,In-Full,0
GRN-5297,PO-1297,SUP-003,MAT-103,PLT-03,2025-09-12,301,MT,On-Time,In-Full,0
GRN-5298,PO-1298,SUP-003,MAT-103,PLT-06,2025-08-18,419,MT,On-Time,In-Full,0
GRN-5299,PO-1299,SUP-003,MAT-103,PLT-03,2025-09-10,596,MT,On-Time,In-Full,0
GRN-5300,PO-1300,SUP-004,MAT-104,PLT-03,2025-08-22,355,MT,On-Time,In-Full,0
GRN-5301,PO-1301,SUP-004,MAT-104,PLT-05,2025-09-05,538,MT,On-Time,In-Full,0
GRN-5302,PO-1302,SUP-004,MAT-104,PLT-03,2025-09-04,521,MT,On-Time,In-Full,0
GRN-5303,PO-1303,SUP-005,MAT-105,PLT-05,2025-09-03,355,MT,On-Time,In-Full,0
GRN-5304,PO-1304,SUP-005,MAT-105,PLT-03,2025-09-14,192,MT,Late,In-Full,5
GRN-5305,PO-1305,SUP-005,MAT-105,PLT-01,2025-09-10,590,MT,On-Time,In-Full,0
GRN-5306,PO-1306,SUP-006,MAT-102,PLT-04,2025-09-04,301,MT,On-Time,In-Full,0
GRN-5307,PO-1307,SUP-006,MAT-102,PLT-03,2025-09-03,229,MT,On-Time,In-Full,0
GRN-5308,PO-1308,SUP-006,MAT-102,PLT-03,2025-08-21,318,MT,On-Time,In-Full,0
GRN-5309,PO-1309,SUP-007,MAT-101,PLT-05,2025-09-06,445,MT,On-Time,In-Full,0
GRN-5310,PO-1310,SUP-007,MAT-101,PLT-02,2025-09-06,150,MT,Late,In-Full,6
GRN-5311,PO-1311,SUP-007,MAT-101,PLT-06,2025-08-28,375,MT,On-Time,In-Full,0
GRN-5312,PO-1312,SUP-007,MAT-101,PLT-05,2025-08-31,92,MT,On-Time,In-Full,0
GRN-5313,PO-1313,SUP-008,MAT-106,PLT-06,2025-08-27,434,MT,On-Time,In-Full,0
GRN-5314,PO-1314,SUP-008,MAT-106,PLT-06,2025-09-09,168,MT,On-Time,In-Full,0
GRN-5315,PO-1315,SUP-008,MAT-106,PLT-01,2025-09-09,119,MT,On-Time,In-Full,0
GRN-5316,PO-1316,SUP-009,MAT-108,PLT-03,2025-09-04,423,KG,On-Time,In-Full,0
GRN-5317,PO-1317,SUP-009,MAT-108,PLT-06,2025-09-11,1355,KG,On-Time,In-Full,0
GRN-5318,PO-1318,SUP-009,MAT-108,PLT-02,2025-09-09,807,KG,On-Time,In-Full,0
GRN-5319,PO-1319,SUP-009,MAT-107,PLT-05,2025-09-05,1350,KG,On-Time,In-Full,0
GRN-5320,PO-1320,SUP-010,MAT-103,PLT-04,2025-09-11,560,MT,Late,In-Full,7
GRN-5321,PO-1321,SUP-010,MAT-103,PLT-05,2025-09-17,576,MT,On-Time,In-Full,0
GRN-5322,PO-1322,SUP-010,MAT-103,PLT-03,2025-09-07,546,MT,On-Time,In-Full,0
GRN-5323,PO-1323,SUP-011,MAT-105,PLT-01,2025-09-03,119,MT,On-Time,Short,0
GRN-5324,PO-1324,SUP-011,MAT-105,PLT-02,2025-08-27,218,MT,On-Time,In-Full,0
GRN-5325,PO-1325,SUP-011,MAT-105,PLT-03,2025-09-20,312,MT,Late,In-Full,7
GRN-5326,PO-1326,SUP-012,MAT-110,PLT-05,2025-09-06,1467,KG,On-Time,In-Full,0
GRN-5327,PO-1327,SUP-012,MAT-109,PLT-04,2025-08-31,593,EA,On-Time,In-Full,0
GRN-5328,PO-1328,SUP-012,MAT-109,PLT-04,2025-09-02,591,EA,On-Time,In-Full,0
GRN-5329,PO-1329,SUP-013,MAT-101,PLT-02,2025-09-16,589,MT,Late,In-Full,10
GRN-5330,PO-1330,SUP-013,MAT-101,PLT-02,2025-09-05,430,MT,On-Time,In-Full,0
GRN-5331,PO-1331,SUP-013,MAT-101,PLT-01,2025-08-30,512,MT,On-Time,In-Full,0
GRN-5332,PO-1332,SUP-013,MAT-101,PLT-01,2025-09-17,191,MT,On-Time,In-Full,0
GRN-5333,PO-1333,SUP-014,MAT-104,PLT-03,2025-09-07,271,MT,On-Time,In-Full,0
GRN-5334,PO-1334,SUP-014,MAT-104,PLT-04,2025-08-30,187,MT,On-Time,In-Full,0
GRN-5335,PO-1335,SUP-001,MAT-101,PLT-04,2025-09-29,518,MT,On-Time,In-Full,0
GRN-5336,PO-1336,SUP-001,MAT-101,PLT-06,2025-10-13,287,MT,On-Time,In-Full,0
GRN-5337,PO-1337,SUP-001,MAT-101,PLT-06,2025-10-16,318,MT,On-Time,In-Full,0
GRN-5338,PO-1338,SUP-002,MAT-102,PLT-02,2025-09-21,84,MT,On-Time,In-Full,0
GRN-5339,PO-1339,SUP-002,MAT-102,PLT-04,2025-10-05,478,MT,On-Time,In-Full,0
GRN-5340,PO-1340,SUP-002,MAT-102,PLT-05,2025-10-08,460,MT,On-Time,In-Full,0
GRN-5341,PO-1341,SUP-003,MAT-103,PLT-06,2025-09-26,266,MT,On-Time,In-Full,0
GRN-5342,PO-1342,SUP-003,MAT-103,PLT-04,2025-09-28,450,MT,On-Time,In-Full,0
GRN-5343,PO-1343,SUP-003,MAT-103,PLT-05,2025-10-03,442,MT,On-Time,Short,0
GRN-5344,PO-1344,SUP-003,MAT-103,PLT-02,2025-09-24,503,MT,On-Time,In-Full,0
GRN-5345,PO-1345,SUP-004,MAT-104,PLT-04,2025-09-18,495,MT,On-Time,In-Full,0
GRN-5346,PO-1346,SUP-004,MAT-104,PLT-03,2025-09-29,312,MT,On-Time,In-Full,0
GRN-5347,PO-1347,SUP-004,MAT-104,PLT-01,2025-10-13,569,MT,On-Time,In-Full,0
GRN-5348,PO-1348,SUP-004,MAT-104,PLT-06,2025-09-23,582,MT,On-Time,In-Full,0
GRN-5349,PO-1349,SUP-005,MAT-105,PLT-02,2025-10-02,155,MT,On-Time,In-Full,0
GRN-5350,PO-1350,SUP-005,MAT-105,PLT-06,2025-10-20,96,MT,On-Time,In-Full,0
GRN-5351,PO-1351,SUP-005,MAT-105,PLT-06,2025-10-12,479,MT,On-Time,In-Full,0
GRN-5352,PO-1352,SUP-005,MAT-105,PLT-03,2025-10-24,390,MT,On-Time,In-Full,0
GRN-5353,PO-1353,SUP-006,MAT-102,PLT-03,2025-10-14,300,MT,On-Time,In-Full,0
GRN-5354,PO-1354,SUP-006,MAT-102,PLT-04,2025-10-02,88,MT,On-Time,In-Full,0
GRN-5355,PO-1355,SUP-007,MAT-101,PLT-04,2025-10-07,214,MT,On-Time,Short,0
GRN-5356,PO-1356,SUP-007,MAT-101,PLT-04,2025-10-07,223,MT,On-Time,In-Full,0
GRN-5357,PO-1357,SUP-007,MAT-101,PLT-02,2025-10-03,465,MT,Late,In-Full,5
GRN-5358,PO-1358,SUP-007,MAT-101,PLT-04,2025-09-29,109,MT,On-Time,In-Full,0
GRN-5359,PO-1359,SUP-008,MAT-106,PLT-06,2025-10-04,235,MT,On-Time,Short,0
GRN-5360,PO-1360,SUP-008,MAT-106,PLT-04,2025-09-25,487,MT,On-Time,In-Full,0
GRN-5361,PO-1361,SUP-009,MAT-108,PLT-06,2025-09-19,502,KG,On-Time,Short,0
GRN-5362,PO-1362,SUP-009,MAT-108,PLT-06,2025-10-08,862,KG,On-Time,In-Full,0
GRN-5363,PO-1363,SUP-009,MAT-107,PLT-06,2025-10-06,880,KG,On-Time,In-Full,0
GRN-5364,PO-1364,SUP-010,MAT-103,PLT-06,2025-10-02,269,MT,On-Time,In-Full,0
GRN-5365,PO-1365,SUP-010,MAT-103,PLT-01,2025-10-02,423,MT,On-Time,In-Full,0
GRN-5366,PO-1366,SUP-010,MAT-103,PLT-04,2025-10-14,405,MT,On-Time,In-Full,0
GRN-5367,PO-1367,SUP-011,MAT-105,PLT-06,2025-10-03,181,MT,On-Time,In-Full,0
GRN-5368,PO-1368,SUP-011,MAT-105,PLT-03,2025-10-03,279,MT,On-Time,In-Full,0
GRN-5369,PO-1369,SUP-011,MAT-105,PLT-02,2025-09-29,506,MT,On-Time,In-Full,0
GRN-5370,PO-1370,SUP-011,MAT-105,PLT-03,2025-10-08,438,MT,Late,In-Full,10
GRN-5371,PO-1371,SUP-012,MAT-110,PLT-04,2025-09-29,512,KG,On-Time,In-Full,0
GRN-5372,PO-1372,SUP-012,MAT-109,PLT-06,2025-10-10,192,EA,Late,In-Full,3
GRN-5373,PO-1373,SUP-012,MAT-109,PLT-02,2025-10-02,749,EA,On-Time,In-Full,0
GRN-5374,PO-1374,SUP-012,MAT-110,PLT-01,2025-09-17,701,KG,On-Time,In-Full,0
GRN-5375,PO-1375,SUP-013,MAT-101,PLT-04,2025-09-28,362,MT,On-Time,In-Full,0
GRN-5376,PO-1376,SUP-013,MAT-101,PLT-01,2025-10-03,357,MT,On-Time,In-Full,0
GRN-5377,PO-1377,SUP-013,MAT-101,PLT-02,2025-09-29,169,MT,On-Time,In-Full,0
GRN-5378,PO-1378,SUP-013,MAT-101,PLT-01,2025-09-25,308,MT,On-Time,In-Full,0
GRN-5379,PO-1379,SUP-014,MAT-104,PLT-02,2025-10-09,338,MT,On-Time,In-Full,0
GRN-5380,PO-1380,SUP-014,MAT-104,PLT-02,2025-09-23,275,MT,On-Time,In-Full,0
GRN-5381,PO-1381,SUP-014,MAT-104,PLT-06,2025-10-21,491,MT,On-Time,In-Full,0
GRN-5382,PO-1382,SUP-001,MAT-101,PLT-05,2025-10-26,132,MT,On-Time,In-Full,0
GRN-5383,PO-1383,SUP-001,MAT-101,PLT-06,2025-10-25,428,MT,On-Time,In-Full,0
GRN-5384,PO-1384,SUP-001,MAT-101,PLT-03,2025-10-28,215,MT,On-Time,In-Full,0
GRN-5385,PO-1385,SUP-001,MAT-101,PLT-03,2025-11-08,287,MT,On-Time,In-Full,0
GRN-5386,PO-1386,SUP-002,MAT-102,PLT-06,2025-11-02,506,MT,On-Time,In-Full,0
GRN-5387,PO-1387,SUP-002,MAT-102,PLT-04,2025-11-02,258,MT,On-Time,In-Full,0
GRN-5388,PO-1388,SUP-002,MAT-102,PLT-06,2025-11-20,508,MT,On-Time,In-Full,0
GRN-5389,PO-1389,SUP-002,MAT-102,PLT-05,2025-11-08,193,MT,On-Time,In-Full,0
GRN-5390,PO-1390,SUP-003,MAT-103,PLT-03,2025-10-29,519,MT,On-Time,In-Full,0
GRN-5391,PO-1391,SUP-003,MAT-103,PLT-02,2025-10-28,206,MT,On-Time,In-Full,0
GRN-5392,PO-1392,SUP-004,MAT-104,PLT-03,2025-11-07,431,MT,On-Time,In-Full,0
GRN-5393,PO-1393,SUP-004,MAT-104,PLT-03,2025-10-26,382,MT,On-Time,In-Full,0
GRN-5394,PO-1394,SUP-004,MAT-104,PLT-05,2025-11-04,169,MT,On-Time,In-Full,0
GRN-5395,PO-1395,SUP-004,MAT-104,PLT-04,2025-11-14,137,MT,On-Time,In-Full,0
GRN-5396,PO-1396,SUP-005,MAT-105,PLT-01,2025-11-07,423,MT,On-Time,In-Full,0
GRN-5397,PO-1397,SUP-005,MAT-105,PLT-03,2025-11-06,104,MT,On-Time,In-Full,0
GRN-5398,PO-1398,SUP-005,MAT-105,PLT-05,2025-10-27,100,MT,On-Time,In-Full,0
GRN-5399,PO-1399,SUP-006,MAT-102,PLT-04,2025-10-31,270,MT,On-Time,In-Full,0
GRN-5400,PO-1400,SUP-006,MAT-102,PLT-04,2025-10-26,158,MT,On-Time,In-Full,0
GRN-5401,PO-1401,SUP-007,MAT-101,PLT-05,2025-11-09,588,MT,Late,In-Full,6
GRN-5402,PO-1402,SUP-007,MAT-101,PLT-05,2025-11-06,230,MT,On-Time,In-Full,0
GRN-5403,PO-1403,SUP-007,MAT-101,PLT-02,2025-11-07,454,MT,On-Time,In-Full,0
GRN-5404,PO-1404,SUP-007,MAT-101,PLT-06,2025-10-22,223,MT,On-Time,In-Full,0
GRN-5405,PO-1405,SUP-008,MAT-106,PLT-06,2025-11-08,311,MT,On-Time,In-Full,0
GRN-5406,PO-1406,SUP-008,MAT-106,PLT-01,2025-10-30,231,MT,On-Time,In-Full,0
GRN-5407,PO-1407,SUP-009,MAT-108,PLT-03,2025-10-25,378,KG,On-Time,In-Full,0
GRN-5408,PO-1408,SUP-009,MAT-107,PLT-03,2025-11-08,663,KG,Late,In-Full,11
GRN-5409,PO-1409,SUP-009,MAT-107,PLT-01,2025-11-24,423,KG,Late,In-Full,11
GRN-5410,PO-1410,SUP-009,MAT-108,PLT-04,2025-11-08,917,KG,On-Time,In-Full,0
GRN-5411,PO-1411,SUP-010,MAT-103,PLT-04,2025-10-29,413,MT,On-Time,In-Full,0
GRN-5412,PO-1412,SUP-010,MAT-103,PLT-01,2025-10-28,93,MT,On-Time,In-Full,0
GRN-5413,PO-1413,SUP-010,MAT-103,PLT-05,2025-11-06,385,MT,On-Time,In-Full,0
GRN-5414,PO-1414,SUP-011,MAT-105,PLT-02,2025-11-03,469,MT,On-Time,In-Full,0
GRN-5415,PO-1415,SUP-011,MAT-105,PLT-03,2025-11-03,397,MT,On-Time,Short,0
GRN-5416,PO-1416,SUP-011,MAT-105,PLT-04,2025-10-21,204,MT,On-Time,In-Full,0
GRN-5417,PO-1417,SUP-011,MAT-105,PLT-02,2025-11-15,551,MT,On-Time,In-Full,0
GRN-5418,PO-1418,SUP-012,MAT-110,PLT-02,2025-10-26,447,KG,On-Time,In-Full,0
GRN-5419,PO-1419,SUP-012,MAT-109,PLT-05,2025-10-31,530,EA,On-Time,In-Full,0
GRN-5420,PO-1420,SUP-012,MAT-109,PLT-03,2025-11-09,633,EA,On-Time,In-Full,0
GRN-5421,PO-1421,SUP-013,MAT-101,PLT-01,2025-11-05,286,MT,On-Time,In-Full,0
GRN-5422,PO-1422,SUP-013,MAT-101,PLT-05,2025-11-06,400,MT,On-Time,In-Full,0
GRN-5423,PO-1423,SUP-013,MAT-101,PLT-02,2025-10-28,243,MT,On-Time,Short,0
GRN-5424,PO-1424,SUP-014,MAT-104,PLT-02,2025-10-31,89,MT,On-Time,In-Full,0
GRN-5425,PO-1425,SUP-014,MAT-104,PLT-06,2025-11-02,290,MT,On-Time,In-Full,0
GRN-5426,PO-1426,SUP-014,MAT-104,PLT-05,2025-11-03,298,MT,On-Time,In-Full,0
GRN-5427,PO-1427,SUP-014,MAT-104,PLT-03,2025-10-27,492,MT,On-Time,In-Full,0
GRN-5428,PO-1428,SUP-001,MAT-101,PLT-02,2025-12-04,169,MT,On-Time,In-Full,0
GRN-5429,PO-1429,SUP-001,MAT-101,PLT-06,2025-11-15,363,MT,On-Time,In-Full,0
GRN-5430,PO-1430,SUP-001,MAT-101,PLT-03,2025-12-06,153,MT,On-Time,In-Full,0
GRN-5431,PO-1431,SUP-002,MAT-102,PLT-01,2025-11-22,209,MT,On-Time,In-Full,0
GRN-5432,PO-1432,SUP-002,MAT-102,PLT-05,2025-12-05,231,MT,On-Time,In-Full,0
GRN-5433,PO-1433,SUP-003,MAT-103,PLT-03,2025-11-30,483,MT,On-Time,In-Full,0
GRN-5434,PO-1434,SUP-003,MAT-103,PLT-01,2025-12-14,233,MT,On-Time,In-Full,0
GRN-5435,PO-1435,SUP-003,MAT-103,PLT-03,2025-11-20,128,MT,On-Time,In-Full,0
GRN-5436,PO-1436,SUP-004,MAT-104,PLT-06,2025-12-11,208,MT,On-Time,In-Full,0
GRN-5437,PO-1437,SUP-004,MAT-104,PLT-01,2025-11-30,413,MT,On-Time,In-Full,0
GRN-5438,PO-1438,SUP-004,MAT-104,PLT-06,2025-11-23,219,MT,On-Time,In-Full,0
GRN-5439,PO-1439,SUP-005,MAT-105,PLT-04,2025-11-26,209,MT,On-Time,In-Full,0
GRN-5440,PO-1440,SUP-005,MAT-105,PLT-05,2025-12-05,317,MT,On-Time,In-Full,0
GRN-5441,PO-1441,SUP-005,MAT-105,PLT-03,2025-12-04,150,MT,On-Time,In-Full,0
GRN-5442,PO-1442,SUP-006,MAT-102,PLT-05,2025-11-18,372,MT,On-Time,In-Full,0
GRN-5443,PO-1443,SUP-006,MAT-102,PLT-05,2025-11-27,582,MT,On-Time,In-Full,0
GRN-5444,PO-1444,SUP-006,MAT-102,PLT-03,2025-11-21,595,MT,On-Time,In-Full,0
GRN-5445,PO-1445,SUP-006,MAT-102,PLT-02,2025-12-15,471,MT,On-Time,In-Full,0
GRN-5446,PO-1446,SUP-007,MAT-101,PLT-02,2025-12-17,539,MT,On-Time,In-Full,0
GRN-5447,PO-1447,SUP-007,MAT-101,PLT-06,2025-12-01,373,MT,On-Time,In-Full,0
GRN-5448,PO-1448,SUP-008,MAT-106,PLT-06,2025-12-21,136,MT,On-Time,In-Full,0
GRN-5449,PO-1449,SUP-008,MAT-106,PLT-04,2025-12-07,104,MT,On-Time,In-Full,0
GRN-5450,PO-1450,SUP-009,MAT-108,PLT-02,2025-12-01,1449,KG,On-Time,In-Full,0
GRN-5451,PO-1451,SUP-009,MAT-107,PLT-03,2025-11-14,1409,KG,On-Time,In-Full,0
GRN-5452,PO-1452,SUP-010,MAT-103,PLT-01,2025-12-05,219,MT,On-Time,In-Full,0
GRN-5453,PO-1453,SUP-010,MAT-103,PLT-03,2025-11-22,329,MT,On-Time,In-Full,0
GRN-5454,PO-1454,SUP-010,MAT-103,PLT-06,2025-11-29,267,MT,On-Time,In-Full,0
GRN-5455,PO-1455,SUP-011,MAT-105,PLT-06,2025-11-24,257,MT,On-Time,In-Full,0
GRN-5456,PO-1456,SUP-011,MAT-105,PLT-04,2025-12-16,105,MT,Late,In-Full,8
GRN-5457,PO-1457,SUP-012,MAT-109,PLT-01,2025-11-25,296,EA,On-Time,In-Full,0
GRN-5458,PO-1458,SUP-012,MAT-110,PLT-05,2025-12-03,1328,KG,On-Time,In-Full,0
GRN-5459,PO-1459,SUP-012,MAT-109,PLT-03,2025-12-13,621,EA,On-Time,In-Full,0
GRN-5460,PO-1460,SUP-013,MAT-101,PLT-03,2025-11-20,388,MT,On-Time,In-Full,0
GRN-5461,PO-1461,SUP-013,MAT-101,PLT-04,2025-12-03,148,MT,On-Time,In-Full,0
GRN-5462,PO-1462,SUP-014,MAT-104,PLT-03,2025-12-10,278,MT,On-Time,In-Full,0
GRN-5463,PO-1463,SUP-014,MAT-104,PLT-01,2025-12-07,459,MT,On-Time,In-Full,0
GRN-5464,PO-1464,SUP-001,MAT-101,PLT-05,2026-01-16,123,MT,On-Time,In-Full,0
GRN-5465,PO-1465,SUP-001,MAT-101,PLT-05,2025-12-17,481,MT,On-Time,In-Full,0
GRN-5466,PO-1466,SUP-001,MAT-101,PLT-02,2025-12-31,404,MT,On-Time,In-Full,0
GRN-5467,PO-1467,SUP-001,MAT-101,PLT-06,2026-01-04,164,MT,On-Time,In-Full,0
GRN-5468,PO-1468,SUP-002,MAT-102,PLT-04,2026-01-06,385,MT,On-Time,In-Full,0
GRN-5469,PO-1469,SUP-002,MAT-102,PLT-01,2026-01-18,150,MT,On-Time,In-Full,0
GRN-5470,PO-1470,SUP-002,MAT-102,PLT-05,2025-12-22,98,MT,On-Time,In-Full,0
GRN-5471,PO-1471,SUP-002,MAT-102,PLT-04,2026-01-01,515,MT,On-Time,In-Full,0
GRN-5472,PO-1472,SUP-003,MAT-103,PLT-05,2026-01-12,401,MT,Late,In-Full,5
GRN-5473,PO-1473,SUP-003,MAT-103,PLT-06,2026-01-17,98,MT,On-Time,In-Full,0
GRN-5474,PO-1474,SUP-004,MAT-104,PLT-01,2025-12-22,283,MT,On-Time,In-Full,0
GRN-5475,PO-1475,SUP-004,MAT-104,PLT-06,2026-01-02,423,MT,On-Time,In-Full,0
GRN-5476,PO-1476,SUP-004,MAT-104,PLT-04,2025-12-23,400,MT,On-Time,In-Full,0
GRN-5477,PO-1477,SUP-005,MAT-105,PLT-03,2025-12-18,161,MT,On-Time,In-Full,0
GRN-5478,PO-1478,SUP-005,MAT-105,PLT-03,2026-01-05,468,MT,On-Time,In-Full,0
GRN-5479,PO-1479,SUP-005,MAT-105,PLT-04,2025-12-17,390,MT,On-Time,In-Full,0
GRN-5480,PO-1480,SUP-006,MAT-102,PLT-06,2025-12-20,187,MT,On-Time,In-Full,0
GRN-5481,PO-1481,SUP-006,MAT-102,PLT-02,2025-12-30,565,MT,On-Time,In-Full,0
GRN-5482,PO-1482,SUP-006,MAT-102,PLT-06,2026-01-11,153,MT,On-Time,In-Full,0
GRN-5483,PO-1483,SUP-006,MAT-102,PLT-01,2026-01-06,356,MT,On-Time,In-Full,0
GRN-5484,PO-1484,SUP-007,MAT-101,PLT-05,2026-01-01,403,MT,On-Time,In-Full,0
GRN-5485,PO-1485,SUP-007,MAT-101,PLT-04,2026-01-04,427,MT,On-Time,In-Full,0
GRN-5486,PO-1486,SUP-008,MAT-106,PLT-05,2025-12-20,572,MT,On-Time,In-Full,0
GRN-5487,PO-1487,SUP-008,MAT-106,PLT-02,2025-12-28,168,MT,On-Time,Short,0
GRN-5488,PO-1488,SUP-008,MAT-106,PLT-02,2026-01-08,543,MT,On-Time,In-Full,0
GRN-5489,PO-1489,SUP-008,MAT-106,PLT-04,2025-12-31,414,MT,On-Time,In-Full,0
GRN-5490,PO-1490,SUP-009,MAT-108,PLT-04,2026-01-16,286,KG,On-Time,In-Full,0
GRN-5491,PO-1491,SUP-009,MAT-107,PLT-03,2025-12-29,1315,KG,On-Time,In-Full,0
GRN-5492,PO-1492,SUP-009,MAT-107,PLT-04,2026-01-14,353,KG,Late,In-Full,8
GRN-5493,PO-1493,SUP-009,MAT-107,PLT-06,2026-01-03,265,KG,Late,In-Full,10
GRN-5494,PO-1494,SUP-010,MAT-103,PLT-06,2025-12-20,505,MT,On-Time,Short,0
GRN-5495,PO-1495,SUP-010,MAT-103,PLT-01,2026-01-13,466,MT,On-Time,In-Full,0
GRN-5496,PO-1496,SUP-010,MAT-103,PLT-06,2025-12-26,317,MT,On-Time,Short,0
GRN-5497,PO-1497,SUP-011,MAT-105,PLT-03,2025-12-28,437,MT,On-Time,In-Full,0
GRN-5498,PO-1498,SUP-011,MAT-105,PLT-06,2026-01-10,527,MT,On-Time,In-Full,0
GRN-5499,PO-1499,SUP-011,MAT-105,PLT-05,2025-12-26,421,MT,On-Time,In-Full,0
GRN-5500,PO-1500,SUP-012,MAT-110,PLT-05,2025-12-24,1039,KG,On-Time,In-Full,0
GRN-5501,PO-1501,SUP-012,MAT-109,PLT-01,2025-12-18,764,EA,On-Time,In-Full,0
GRN-5502,PO-1502,SUP-013,MAT-101,PLT-05,2026-01-14,412,MT,On-Time,Short,0
GRN-5503,PO-1503,SUP-013,MAT-101,PLT-06,2025-12-22,571,MT,On-Time,In-Full,0
GRN-5504,PO-1504,SUP-013,MAT-101,PLT-02,2026-01-13,169,MT,Late,Short,6
GRN-5505,PO-1505,SUP-014,MAT-104,PLT-05,2025-12-28,107,MT,On-Time,In-Full,0
GRN-5506,PO-1506,SUP-014,MAT-104,PLT-03,2025-12-17,188,MT,On-Time,In-Full,0
