movement_id,movement_date,plant_id,material_id,movement_type,quantity,unit_of_measure,ref_grn_id
MOV-700309,2025-08-21,PLT-03,MAT-102,Receipt,318.0,MT,GRN-5308
MOV-700310,2025-09-06,PLT-05,MAT-101,Receipt,445.0,MT,GRN-5309
MOV-700311,2025-09-06,PLT-02,MAT-101,Receipt,150.0,MT,GRN-5310
MOV-700312,2025-08-28,PLT-06,MAT-101,Receipt,375.0,MT,GRN-5311
MOV-700313,2025-08-31,PLT-05,MAT-101,Receipt,92.0,MT,GRN-5312
MOV-700314,2025-08-27,PLT-06,MAT-106,Receipt,434.0,MT,GRN-5313
MOV-700315,2025-09-09,PLT-06,MAT-106,Receipt,168.0,MT,GRN-5314
MOV-700316,2025-09-09,PLT-01,MAT-106,Receipt,119.0,MT,GRN-5315
MOV-700317,2025-09-04,PLT-03,MAT-108,Receipt,423.0,KG,GRN-5316
MOV-700318,2025-09-11,PLT-06,MAT-108,Receipt,1355.0,KG,GRN-5317
MOV-700319,2025-09-09,PLT-02,MAT-108,Receipt,807.0,KG,GRN-5318
MOV-700320,2025-09-05,PLT-05,MAT-107,Receipt,1350.0,KG,GRN-5319
MOV-700321,2025-09-11,PLT-04,MAT-103,Receipt,560.0,MT,GRN-5320
MOV-700322,2025-09-17,PLT-05,MAT-103,Receipt,576.0,MT,GRN-5321
MOV-700323,2025-09-07,PLT-03,MAT-103,Receipt,546.0,MT,GRN-5322
MOV-700324,2025-09-03,PLT-01,MAT-105,Receipt,119.0,MT,GRN-5323
MOV-700325,2025-08-27,PLT-02,MAT-105,Receipt,218.0,MT,GRN-5324
MOV-700326,2025-09-20,PLT-03,MAT-105,Receipt,312.0,MT,GRN-5325
MOV-700327,2025-09-06,PLT-05,MAT-110,Receipt,1467.0,KG,GRN-5326
MOV-700328,2025-08-31,PLT-04,MAT-109,Receipt,593.0,EA,GRN-5327
MOV-700329,2025-09-02,PLT-04,MAT-109,Receipt,591.0,EA,GRN-5328
MOV-700330,2025-09-16,PLT-02,MAT-101,Receipt,589.0,MT,GRN-5329
MOV-700331,2025-09-05,PLT-02,MAT-101,Receipt,430.0,MT,GRN-5330
MOV-700332,2025-08-30,PLT-01,MAT-101,Receipt,512.0,MT,GRN-5331
MOV-700333,2025-09-17,PLT-01,MAT-101,Receipt,191.0,MT,GRN-5332
MOV-700334,2025-09-07,PLT-03,MAT-104,Receipt,271.0,MT,GRN-5333
MOV-700335,2025-08-30,PLT-04,MAT-104,Receipt,187.0,MT,GRN-5334
MOV-700336,2025-09-29,PLT-04,MAT-101,Receipt,518.0,MT,GRN-5335
MOV-700337,2025-10-13,PLT-06,MAT-101,Receipt,287.0,MT,GRN-5336
MOV-700338,2025-10-16,PLT-06,MAT-101,Receipt,318.0,MT,GRN-5337
MOV-700339,2025-09-21,PLT-02,MAT-102,Receipt,84.0,MT,GRN-5338
MOV-700340,2025-10-05,PLT-04,MAT-102,Receipt,478.0,MT,GRN-5339
MOV-700341,2025-10-08,PLT-05,MAT-102,Receipt,460.0,MT,GRN-5340
MOV-700342,2025-09-26,PLT-06,MAT-103,Receipt,266.0,MT,GRN-5341
MOV-700343,2025-09-28,PLT-04,MAT-103,Receipt,450.0,MT,GRN-5342
MOV-700344,2025-10-03,PLT-05,MAT-103,Receipt,442.0,MT,GRN-5343
MOV-700345,2025-09-24,PLT-02,MAT-103,Receipt,503.0,MT,GRN-5344
MOV-700346,2025-09-18,PLT-04,MAT-104,Receipt,495.0,MT,GRN-5345
MOV-700347,2025-09-29,PLT-03,MAT-104,Receipt,312.0,MT,GRN-5346
MOV-700348,2025-10-13,PLT-01,MAT-104,Receipt,569.0,MT,GRN-5347
MOV-700349,2025-09-23,PLT-06,MAT-104,Receipt,582.0,MT,GRN-5348
MOV-700350,2025-10-02,PLT-02,MAT-105,Receipt,155.0,MT,GRN-5349
MOV-700351,2025-10-20,PLT-06,MAT-105,Receipt,96.0,MT,GRN-5350
MOV-700352,2025-10-12,PLT-06,MAT-105,Receipt,479.0,MT,GRN-5351
MOV-700353,2025-10-24,PLT-03,MAT-105,Receipt,390.0,MT,GRN-5352
MOV-700354,2025-10-14,PLT-03,MAT-102,Receipt,300.0,MT,GRN-5353
MOV-700355,2025-10-02,PLT-04,MAT-102,Receipt,88.0,MT,GRN-5354
MOV-700356,2025-10-07,PLT-04,MAT-101,Receipt,214.0,MT,GRN-5355
MOV-700357,2025-10-07,PLT-04,MAT-101,Receipt,223.0,MT,GRN-5356
MOV-700358,2025-10-03,PLT-02,MAT-101,Receipt,465.0,MT,GRN-5357
MOV-700359,2025-09-29,PLT-04,MAT-101,Receipt,109.0,MT,GRN-5358
MOV-700360,2025-10-04,PLT-06,MAT-106,Receipt,235.0,MT,GRN-5359
MOV-700361,2025-09-25,PLT-04,MAT-106,Receipt,487.0,MT,GRN-5360
MOV-700362,2025-09-19,PLT-06,MAT-108,Receipt,502.0,KG,GRN-5361
MOV-700363,2025-10-08,PLT-06,MAT-108,Receipt,862.0,KG,GRN-5362
MOV-700364,2025-10-06,PLT-06,MAT-107,Receipt,880.0,KG,GRN-5363
MOV-700365,2025-10-02,PLT-06,MAT-103,Receipt,269.0,MT,GRN-5364
MOV-700366,2025-10-02,PLT-01,MAT-103,Receipt,423.0,MT,GRN-5365
MOV-700367,2025-10-14,PLT-04,MAT-103,Receipt,405.0,MT,GRN-5366
MOV-700368,2025-10-03,PLT-06,MAT-105,Receipt,181.0,MT,GRN-5367
MOV-700369,2025-10-03,PLT-03,MAT-105,Receipt,279.0,MT,GRN-5368
MOV-700370,2025-09-29,PLT-02,MAT-105,Receipt,506.0,MT,GRN-5369
MOV-700371,2025-10-08,PLT-03,MAT-105,Receipt,438.0,MT,GRN-5370
MOV-700372,2025-09-29,PLT-04,MAT-110,Receipt,512.0,KG,GRN-5371
MOV-700373,2025-10-10,PLT-06,MAT-109,Receipt,192.0,EA,GRN-5372
MOV-700374,2025-10-02,PLT-02,MAT-109,Receipt,749.0,EA,GRN-5373
MOV-700375,2025-09-17,PLT-01,MAT-110,Receipt,701.0,KG,GRN-5374
MOV-700376,2025-09-28,PLT-04,MAT-101,Receipt,362.0,MT,GRN-5375
MOV-700377,2025-10-03,PLT-01,MAT-101,Receipt,357.0,MT,GRN-5376
MOV-700378,2025-09-29,PLT-02,MAT-101,Receipt,169.0,MT,GRN-5377
MOV-700379,2025-09-25,PLT-01,MAT-101,Receipt,308.0,MT,GRN-5378
MOV-700380,2025-10-09,PLT-02,MAT-104,Receipt,338.0,MT,GRN-5379
MOV-700381,2025-09-23,PLT-02,MAT-104,Receipt,275.0,MT,GRN-5380
MOV-700382,2025-10-21,PLT-06,MAT-104,Receipt,491.0,MT,GRN-5381
MOV-700383,2025-10-26,PLT-05,MAT-101,Receipt,132.0,MT,GRN-5382
MOV-700384,2025-10-25,PLT-06,MAT-101,Receipt,428.0,MT,GRN-5383
MOV-700385,2025-10-28,PLT-03,MAT-101,Receipt,215.0,MT,GRN-5384
MOV-700386,2025-11-08,PLT-03,MAT-101,Receipt,287.0,MT,GRN-5385
MOV-700387,2025-11-02,PLT-06,MAT-102,Receipt,506.0,MT,GRN-5386
MOV-700388,2025-11-02,PLT-04,MAT-102,Receipt,258.0,MT,GRN-5387
MOV-700389,2025-11-20,PLT-06,MAT-102,Receipt,508.0,MT,GRN-5388
MOV-700390,2025-11-08,PLT-05,MAT-102,Receipt,193000.0,MT,GRN-5389
MOV-700391,2025-10-29,PLT-03,MAT-103,Receipt,519.0,MT,GRN-5390
MOV-700392,2025-10-28,PLT-02,MAT-103,Receipt,206.0,MT,GRN-5391
MOV-700393,2025-11-07,PLT-03,MAT-104,Receipt,431.0,MT,GRN-5392
MOV-700394,2025-10-26,PLT-03,MAT-104,Receipt,382.0,MT,GRN-5393
MOV-700395,2025-11-04,PLT-05,MAT-104,Receipt,169.0,MT,GRN-5394
MOV-700396,2025-11-14,PLT-04,MAT-104,Receipt,137.0,MT,GRN-5395
MOV-700397,2025-11-07,PLT-01,MAT-105,Receipt,423.0,MT,GRN-5396
MOV-700398,2025-11-06,PLT-03,MAT-105,Receipt,104.0,MT,GRN-5397
MOV-700399,2025-10-27,PLT-05,MAT-105,Receipt,100.0,MT,GRN-5398
MOV-700400,2025-10-31,PLT-04,MAT-102,Receipt,270.0,MT,GRN-5399
MOV-700401,2025-10-26,PLT-04,MAT-102,Receipt,158.0,MT,GRN-5400
MOV-700402,2025-11-09,PLT-05,MAT-101,Receipt,588.0,MT,GRN-5401
MOV-700403,2025-11-06,PLT-05,MAT-101,Receipt,230.0,MT,GRN-5402
MOV-700404,2025-11-07,PLT-02,MAT-101,Receipt,454.0,MT,GRN-5403
MOV-700405,2025-10-22,PLT-06,MAT-101,Receipt,223.0,MT,GRN-5404
MOV-700406,2025-11-08,PLT-06,MAT-106,Receipt,311.0,MT,GRN-5405
MOV-700407,2025-10-30,PLT-01,MAT-106,Receipt,231.0,MT,GRN-5406
MOV-700408,2025-10-25,PLT-03,MAT-108,Receipt,378.0,KG,GRN-5407
MOV-700409,2025-11-08,PLT-03,MAT-107,Receipt,663.0,KG,GRN-5408
MOV-700410,2025-11-24,PLT-01,MAT-107,Receipt,423.0,KG,GRN-5409
MOV-700411,2025-11-08,PLT-04,MAT-108,Receipt,917.0,KG,GRN-5410
MOV-700412,2025-10-29,PLT-04,MAT-103,Receipt,413.0,MT,GRN-5411
MOV-700413,2025-10-28,PLT-01,MAT-103,Receipt,93.0,MT,GRN-5412
MOV-700414,2025-11-06,PLT-05,MAT-103,Receipt,385.0,MT,GRN-5413
MOV-700415,2025-11-03,PLT-02,MAT-105,Receipt,469.0,MT,GRN-5414
MOV-700416,2025-11-03,PLT-03,MAT-105,Receipt,397.0,MT,GRN-5415
MOV-700417,2025-10-21,PLT-04,MAT-105,Receipt,204.0,MT,GRN-5416
MOV-700418,2025-11-15,PLT-02,MAT-105,Receipt,551.0,MT,GRN-5417
MOV-700419,2025-10-26,PLT-02,MAT-110,Receipt,447.0,KG,GRN-5418
MOV-700420,2025-10-31,PLT-05,MAT-109,Receipt,530.0,EA,GRN-5419
MOV-700421,2025-11-09,PLT-03,MAT-109,Receipt,633.0,EA,GRN-5420
MOV-700422,2025-11-05,PLT-01,MAT-101,Receipt,286.0,MT,GRN-5421
MOV-700423,2025-11-06,PLT-05,MAT-101,Receipt,400.0,MT,GRN-5422
MOV-700424,2025-10-28,PLT-02,MAT-101,Receipt,243.0,MT,GRN-5423
MOV-700425,2025-10-31,PLT-02,MAT-104,Receipt,89.0,MT,GRN-5424
MOV-700426,2025-11-02,PLT-06,MAT-104,Receipt,290.0,MT,GRN-5425
MOV-700427,2025-11-03,PLT-05,MAT-104,Receipt,298.0,MT,GRN-5426
MOV-700428,2025-10-27,PLT-03,MAT-104,Receipt,492.0,MT,GRN-5427
MOV-700429,2025-12-04,PLT-02,MAT-101,Receipt,169.0,MT,GRN-5428
MOV-700430,2025-11-15,PLT-06,MAT-101,Receipt,363.0,MT,GRN-5429
MOV-700431,2025-12-06,PLT-03,MAT-101,Receipt,153.0,MT,GRN-5430
MOV-700432,2025-11-22,PLT-01,MAT-102,Receipt,209.0,MT,GRN-5431
MOV-700433,2025-12-05,PLT-05,MAT-102,Receipt,231.0,MT,GRN-5432
MOV-700434,2025-11-30,PLT-03,MAT-103,Receipt,483.0,MT,GRN-5433
MOV-700435,2025-12-14,PLT-01,MAT-103,Receipt,233.0,MT,GRN-5434
MOV-700436,2025-11-20,PLT-03,MAT-103,Receipt,128.0,MT,GRN-5435
MOV-700437,2025-12-11,PLT-06,MAT-104,Receipt,208.0,MT,GRN-5436
MOV-700438,2025-11-30,PLT-01,MAT-104,Receipt,413.0,MT,GRN-5437
MOV-700439,2025-11-23,PLT-06,MAT-104,Receipt,219.0,MT,GRN-5438
MOV-700440,2025-11-26,PLT-04,MAT-105,Receipt,209.0,MT,GRN-5439
MOV-700441,2025-12-05,PLT-05,MAT-105,Receipt,317.0,MT,GRN-5440
MOV-700442,2025-12-04,PLT-03,MAT-105,Receipt,150.0,MT,GRN-5441
MOV-700443,2025-11-18,PLT-05,MAT-102,Receipt,372.0,MT,GRN-5442
MOV-700444,2025-11-27,PLT-05,MAT-102,Receipt,582.0,MT,GRN-5443
MOV-700445,2025-11-21,PLT-03,MAT-102,Receipt,595.0,MT,GRN-5444
MOV-700446,2025-12-15,PLT-02,MAT-102,Receipt,471.0,MT,GRN-5445
MOV-700447,2025-12-17,PLT-02,MAT-101,Receipt,539.0,MT,GRN-5446
MOV-700448,2025-12-01,PLT-06,MAT-101,Receipt,373.0,MT,GRN-5447
MOV-700449,2025-12-21,PLT-06,MAT-106,Receipt,136.0,MT,GRN-5448
MOV-700450,2025-12-07,PLT-04,MAT-106,Receipt,104.0,MT,GRN-5449
MOV-700451,2025-12-01,PLT-02,MAT-108,Receipt,1449.0,KG,GRN-5450
MOV-700452,2025-11-14,PLT-03,MAT-107,Receipt,1409.0,KG,GRN-5451
MOV-700453,2025-12-05,PLT-01,MAT-103,Receipt,219.0,MT,GRN-5452
MOV-700454,2025-11-22,PLT-03,MAT-103,Receipt,329.0,MT,GRN-5453
MOV-700455,2025-11-29,PLT-06,MAT-103,Receipt,267.0,MT,GRN-5454
MOV-700456,2025-11-24,PLT-06,MAT-105,Receipt,257.0,MT,GRN-5455
MOV-700457,2025-12-16,PLT-04,MAT-105,Receipt,105.0,MT,GRN-5456
MOV-700458,2025-11-25,PLT-01,MAT-109,Receipt,296.0,EA,GRN-5457
MOV-700459,2025-12-03,PLT-05,MAT-110,Receipt,1328.0,KG,GRN-5458
MOV-700460,2025-12-13,PLT-03,MAT-109,Receipt,621.0,EA,GRN-5459
MOV-700461,2025-11-20,PLT-03,MAT-101,Receipt,388.0,MT,GRN-5460
MOV-700462,2025-12-03,PLT-04,MAT-101,Receipt,148.0,MT,GRN-5461
MOV-700463,2025-12-10,PLT-03,MAT-104,Receipt,278.0,MT,GRN-5462
MOV-700464,2025-12-07,PLT-01,MAT-104,Receipt,459.0,MT,GRN-5463
MOV-700465,2026-01-16,PLT-05,MAT-101,Receipt,123.0,MT,GRN-5464
MOV-700466,2025-12-17,PLT-05,MAT-101,Receipt,481.0,MT,GRN-5465
MOV-700467,2025-12-31,PLT-02,MAT-101,Receipt,404.0,MT,GRN-5466
MOV-700468,2026-01-04,PLT-06,MAT-101,Receipt,164.0,MT,GRN-5467
MOV-700469,2026-01-06,PLT-04,MAT-102,Receipt,385.0,MT,GRN-5468
MOV-700470,2026-01-18,PLT-01,MAT-102,Receipt,150.0,MT,GRN-5469
MOV-700471,2025-12-22,PLT-05,MAT-102,Receipt,98.0,MT,GRN-5470
MOV-700472,2026-01-01,PLT-04,MAT-102,Receipt,515.0,MT,GRN-5471
MOV-700473,2026-01-12,PLT-05,MAT-103,Receipt,401.0,MT,GRN-5472
MOV-700474,2026-01-17,PLT-06,MAT-103,Receipt,98.0,MT,GRN-5473
MOV-700475,2025-12-22,PLT-01,MAT-104,Receipt,283.0,MT,GRN-5474
MOV-700476,2026-01-02,PLT-06,MAT-104,Receipt,423.0,MT,GRN-5475
MOV-700477,2025-12-23,PLT-04,MAT-104,Receipt,400.0,MT,GRN-5476
MOV-700478,2025-12-18,PLT-03,MAT-105,Receipt,161.0,MT,GRN-5477
MOV-700479,2026-01-05,PLT-03,MAT-105,Receipt,468.0,MT,GRN-5478
MOV-700480,2025-12-17,PLT-04,MAT-105,Receipt,390.0,MT,GRN-5479
MOV-700481,2025-12-20,PLT-06,MAT-102,Receipt,187.0,MT,GRN-5480
MOV-700482,2025-12-30,PLT-02,MAT-102,Receipt,565.0,MT,GRN-5481
MOV-700483,2026-01-11,PLT-06,MAT-102,Receipt,153.0,MT,GRN-5482
MOV-700484,2026-01-06,PLT-01,MAT-102,Receipt,356000.0,MT,GRN-5483
MOV-700485,2026-01-01,PLT-05,MAT-101,Receipt,403.0,MT,GRN-5484
MOV-700486,2026-01-04,PLT-04,MAT-101,Receipt,427.0,MT,GRN-5485
MOV-700487,2025-12-20,PLT-05,MAT-106,Receipt,572.0,MT,GRN-5486
MOV-700488,2025-12-28,PLT-02,MAT-106,Receipt,168.0,MT,GRN-5487
MOV-700489,2026-01-08,PLT-02,MAT-106,Receipt,543.0,MT,GRN-5488
MOV-700490,2025-12-31,PLT-04,MAT-106,Receipt,414.0,MT,GRN-5489
MOV-700491,2026-01-16,PLT-04,MAT-108,Receipt,286.0,KG,GRN-5490
MOV-700492,2025-12-29,PLT-03,MAT-107,Receipt,1315.0,KG,GRN-5491
MOV-700493,2026-01-14,PLT-04,MAT-107,Receipt,353.0,KG,GRN-5492
MOV-700494,2026-01-03,PLT-06,MAT-107,Receipt,265.0,KG,GRN-5493
MOV-700495,2025-12-20,PLT-06,MAT-103,Receipt,505.0,MT,GRN-5494
MOV-700496,2026-01-13,PLT-01,MAT-103,Receipt,466.0,MT,GRN-5495
MOV-700497,2025-12-26,PLT-06,MAT-103,Receipt,317.0,MT,GRN-5496
MOV-700498,2025-12-28,PLT-03,MAT-105,Receipt,437.0,MT,GRN-5497
MOV-700499,2026-01-10,PLT-06,MAT-105,Receipt,527.0,MT,GRN-5498
MOV-700500,2025-12-26,PLT-05,MAT-105,Receipt,421.0,MT,GRN-5499
MOV-700501,2025-12-24,PLT-05,MAT-110,Receipt,1039.0,KG,GRN-5500
MOV-700502,2025-12-18,PLT-01,MAT-109,Receipt,764.0,EA,GRN-5501
MOV-700503,2026-01-14,PLT-05,MAT-101,Receipt,412.0,MT,GRN-5502
MOV-700504,2025-12-22,PLT-06,MAT-101,Receipt,571.0,MT,GRN-5503
MOV-700505,2026-01-13,PLT-02,MAT-101,Receipt,169.0,MT,GRN-5504
MOV-700506,2025-12-28,PLT-05,MAT-104,Receipt,107.0,MT,GRN-5505
MOV-700507,2025-12-17,PLT-03,MAT-104,Receipt,188.0,MT,GRN-5506
MOV-700508,2026-01-11,PLT-04,MAT-104,Receipt,463.0,MT,GRN-5507
MOV-700509,2025-01-15,PLT-01,MAT-102,Issue,-78.0,MT,
MOV-700510,2025-01-27,PLT-01,MAT-102,Issue,-122.0,MT,
MOV-700511,2025-01-19,PLT-01,MAT-103,Issue,-163.0,MT,
MOV-700512,2025-01-11,PLT-01,MAT-107,Issue,-153.0,KG,
MOV-700513,2025-01-18,PLT-01,MAT-107,Issue,-380.0,KG,
MOV-700514,2025-01-05,PLT-01,MAT-108,Issue,-225.0,KG,
MOV-700515,2025-01-05,PLT-02,MAT-102,Issue,-101.0,MT,
MOV-700516,2025-01-13,PLT-02,MAT-102,Issue,-94.0,MT,
MOV-700517,2025-01-20,PLT-02,MAT-102,Issue,-133.0,MT,
MOV-700518,2025-01-21,PLT-02,MAT-105,Issue,-77.0,MT,
MOV-700519,2025-01-07,PLT-02,MAT-105,Issue,-138.0,MT,
MOV-700520,2025-01-21,PLT-02,MAT-105,Issue,-56.0,MT,
MOV-700521,2025-01-23,PLT-02,MAT-106,Issue,-88.0,MT,
MOV-700522,2025-01-04,PLT-02,MAT-107,Issue,-193.0,KG,
MOV-700523,2025-01-10,PLT-02,MAT-108,Issue,-465.0,KG,
MOV-700524,2025-01-14,PLT-02,MAT-110,Issue,-242.0,KG,
MOV-700525,2025-01-24,PLT-02,MAT-110,Issue,-209.0,KG,
MOV-700526,2025-01-13,PLT-02,MAT-110,Issue,-110.0,KG,
MOV-700527,2025-01-14,PLT-02,MAT-111,Issue,-129.0,MT,
MOV-700528,2025-01-11,PLT-02,MAT-111,Issue,-63.0,MT,
MOV-700529,2025-01-07,PLT-03,MAT-102,Issue,-137.0,MT,
MOV-700530,2025-01-14,PLT-03,MAT-102,Issue,-22.0,MT,
MOV-700531,2025-01-25,PLT-03,MAT-102,Issue,-72.0,MT,
MOV-700532,2025-01-05,PLT-03,MAT-104,Issue,-30.0,MT,
MOV-700533,2025-01-19,PLT-03,MAT-109,Issue,-49.0,EA,
MOV-700534,2025-01-09,PLT-03,MAT-109,Issue,-130.0,EA,
MOV-700535,2025-01-10,PLT-03,MAT-109,Issue,-44.0,EA,
MOV-700536,2025-01-16,PLT-03,MAT-110,Issue,-407.0,KG,
MOV-700537,2025-01-09,PLT-03,MAT-110,Issue,-106.0,KG,
MOV-700538,2025-01-19,PLT-03,MAT-110,Issue,-246.0,KG,
MOV-700539,2025-01-16,PLT-03,MAT-112,Issue,-35.0,MT,
MOV-700540,2025-01-11,PLT-04,MAT-101,Issue,-136.0,MT,
MOV-700541,2025-01-14,PLT-04,MAT-102,Issue,-175.0,MT,
MOV-700542,2025-01-24,PLT-04,MAT-102,Issue,-116.0,MT,
MOV-700543,2025-01-19,PLT-04,MAT-102,Issue,-136.0,MT,
MOV-700544,2025-01-17,PLT-04,MAT-104,Issue,-149.0,MT,
MOV-700545,2025-01-15,PLT-04,MAT-104,Issue,-69.0,MT,
MOV-700546,2025-01-10,PLT-04,MAT-105,Issue,-91.0,MT,
MOV-700547,2025-01-24,PLT-04,MAT-105,Issue,-176.0,MT,
MOV-700548,2025-01-15,PLT-04,MAT-105,Issue,-169.0,MT,
MOV-700549,2025-01-23,PLT-04,MAT-107,Issue,-230.0,KG,
MOV-700550,2025-01-08,PLT-04,MAT-107,Issue,-168.0,KG,
MOV-700551,2025-01-20,PLT-05,MAT-101,Issue,-53.0,MT,
MOV-700552,2025-01-11,PLT-05,MAT-101,Issue,-139.0,MT,
MOV-700553,2025-01-04,PLT-05,MAT-102,Issue,-122.0,MT,
MOV-700554,2025-01-13,PLT-05,MAT-102,Issue,-152.0,MT,
MOV-700555,2025-01-26,PLT-05,MAT-102,Issue,-113.0,MT,
MOV-700556,2025-01-14,PLT-05,MAT-106,Issue,-43.0,MT,
MOV-700557,2025-01-27,PLT-05,MAT-107,Issue,-498.0,KG,
MOV-700558,2025-01-11,PLT-05,MAT-107,Issue,-287.0,KG,
MOV-700559,2025-01-18,PLT-05,MAT-107,Issue,-143.0,KG,
MOV-700560,2025-01-20,PLT-05,MAT-109,Issue,-97.0,EA,
MOV-700561,2025-01-26,PLT-05,MAT-109,Issue,-86.0,EA,
MOV-700562,2025-01-23,PLT-05,MAT-109,Issue,-156.0,EA,
MOV-700563,2025-01-26,PLT-05,MAT-110,Issue,-484.0,KG,
MOV-700564,2025-01-24,PLT-05,MAT-111,Issue,-63.0,MT,
MOV-700565,2025-01-14,PLT-05,MAT-111,Issue,-36.0,MT,
MOV-700566,2025-01-13,PLT-06,MAT-101,Issue,-65.0,MT,
MOV-700567,2025-01-06,PLT-06,MAT-101,Issue,-156.0,MT,
MOV-700568,2025-01-06,PLT-06,MAT-101,Issue,-118.0,MT,
MOV-700569,2025-01-15,PLT-06,MAT-102,Issue,-134.0,MT,
MOV-700570,2025-01-12,PLT-06,MAT-102,Issue,-106.0,MT,
MOV-700571,2025-01-04,PLT-06,MAT-103,Issue,-21.0,MT,
MOV-700572,2025-01-22,PLT-06,MAT-103,Issue,-77.0,MT,
MOV-700573,2025-01-14,PLT-06,MAT-103,Issue,-104.0,MT,
MOV-700574,2025-01-26,PLT-06,MAT-106,Issue,-179.0,MT,
MOV-700575,2025-01-26,PLT-06,MAT-106,Issue,-86.0,MT,
MOV-700576,2025-01-26,PLT-06,MAT-108,Issue,-370.0,KG,
MOV-700577,2025-01-23,PLT-06,MAT-109,Issue,-194.0,EA,
MOV-700578,2025-01-23,PLT-06,MAT-109,Issue,-72.0,EA,
MOV-700579,2025-01-25,PLT-06,MAT-110,Issue,-325.0,KG,
MOV-700580,2025-01-21,PLT-06,MAT-112,Issue,-95.0,MT,
MOV-700581,2025-01-11,PLT-06,MAT-112,Issue,-58.0,MT,
MOV-700582,2025-02-25,PLT-01,MAT-101,Issue,-131.0,MT,
MOV-700583,2025-02-10,PLT-01,MAT-101,Issue,-147.0,MT,
MOV-700584,2025-02-16,PLT-01,MAT-102,Issue,-55.0,MT,
MOV-700585,2025-02-23,PLT-01,MAT-102,Issue,-93.0,MT,
MOV-700586,2025-02-18,PLT-01,MAT-110,Issue,-232.0,KG,
MOV-700587,2025-02-18,PLT-01,MAT-110,Issue,-136.0,KG,
MOV-700588,2025-02-21,PLT-01,MAT-110,Issue,-354.0,KG,
MOV-700589,2025-02-15,PLT-01,MAT-112,Issue,-52.0,MT,
MOV-700590,2025-02-10,PLT-01,MAT-112,Issue,-179.0,MT,
MOV-700591,2025-02-04,PLT-02,MAT-101,Issue,-139.0,MT,
MOV-700592,2025-02-21,PLT-02,MAT-101,Issue,-172.0,MT,
MOV-700593,2025-02-17,PLT-02,MAT-103,Issue,-146.0,MT,
MOV-700594,2025-02-08,PLT-02,MAT-103,Issue,-35.0,MT,
MOV-700595,2025-02-09,PLT-02,MAT-103,Issue,-31.0,MT,
MOV-700596,2025-02-10,PLT-02,MAT-104,Issue,-153.0,MT,
MOV-700597,2025-02-22,PLT-02,MAT-105,Issue,-80.0,MT,
MOV-700598,2025-02-14,PLT-02,MAT-107,Issue,-200.0,KG,
MOV-700599,2025-02-27,PLT-02,MAT-107,Issue,-334.0,KG,
MOV-700600,2025-02-17,PLT-02,MAT-112,Issue,-43.0,MT,
MOV-700601,2025-02-26,PLT-02,MAT-112,Issue,-51.0,MT,
MOV-700602,2025-02-04,PLT-03,MAT-102,Issue,-83.0,MT,
MOV-700603,2025-02-20,PLT-03,MAT-103,Issue,-177.0,MT,
MOV-700604,2025-02-04,PLT-03,MAT-103,Issue,-30.0,MT,
MOV-700605,2025-02-24,PLT-03,MAT-104,Issue,-166.0,MT,
MOV-700606,2025-02-12,PLT-03,MAT-104,Issue,-120.0,MT,
MOV-700607,2025-02-13,PLT-03,MAT-105,Issue,-149.0,MT,
MOV-700608,2025-02-21,PLT-03,MAT-105,Issue,-151.0,MT,
MOV-700609,2025-02-12,PLT-03,MAT-107,Issue,-273.0,KG,
MOV-700610,2025-02-09,PLT-03,MAT-107,Issue,-218.0,KG,
MOV-700611,2025-02-24,PLT-03,MAT-107,Issue,-477.0,KG,
MOV-700612,2025-02-13,PLT-03,MAT-109,Issue,-186.0,EA,
MOV-700613,2025-02-15,PLT-03,MAT-109,Issue,-58.0,EA,
MOV-700614,2025-02-26,PLT-03,MAT-109,Issue,-190.0,EA,
MOV-700615,2025-02-22,PLT-03,MAT-110,Issue,-385.0,KG,
MOV-700616,2025-02-14,PLT-03,MAT-110,Issue,-339.0,KG,
MOV-700617,2025-02-27,PLT-04,MAT-101,Issue,-165.0,MT,
MOV-700618,2025-02-07,PLT-04,MAT-102,Issue,-86.0,MT,
MOV-700619,2025-02-13,PLT-04,MAT-102,Issue,-85.0,MT,
MOV-700620,2025-02-08,PLT-04,MAT-103,Issue,-175.0,MT,
MOV-700621,2025-02-12,PLT-04,MAT-112,Issue,-43.0,MT,
MOV-700622,2025-02-13,PLT-04,MAT-112,Issue,-95.0,MT,
MOV-700623,2025-02-09,PLT-04,MAT-112,Issue,-143.0,MT,
MOV-700624,2025-02-23,PLT-05,MAT-101,Issue,-135.0,MT,
MOV-700625,2025-02-19,PLT-05,MAT-101,Issue,-43.0,MT,
MOV-700626,2025-02-23,PLT-05,MAT-101,Issue,-72.0,MT,
MOV-700627,2025-02-03,PLT-05,MAT-102,Issue,-49.0,MT,
MOV-700628,2025-02-26,PLT-05,MAT-103,Issue,-56.0,MT,
MOV-700629,2025-02-09,PLT-05,MAT-103,Issue,-111.0,MT,
MOV-700630,2025-02-07,PLT-05,MAT-105,Issue,-151.0,MT,
MOV-700631,2025-02-26,PLT-05,MAT-105,Issue,-26.0,MT,
MOV-700632,2025-02-11,PLT-05,MAT-107,Issue,-162.0,KG,
MOV-700633,2025-02-12,PLT-05,MAT-107,Issue,-402.0,KG,
MOV-700634,2025-02-24,PLT-05,MAT-107,Issue,-369.0,KG,
