date_key,plant_id,material_id,on_hand_qty,safety_stock_qty,reorder_point_qty,unit_of_measure,days_of_cover,stock_status
202511,PLT-05,MAT-101,3863,100,150,MT,1158.9,Healthy
202512,PLT-05,MAT-101,4130,100,150,MT,1239.0,Healthy
202601,PLT-05,MAT-101,5068,100,150,MT,1520.4,Healthy
202501,PLT-05,MAT-102,120,100,150,MT,36.0,Healthy
202502,PLT-05,MAT-102,668,100,150,MT,200.4,Healthy
202503,PLT-05,MAT-102,1050,100,150,MT,315.0,Healthy
202504,PLT-05,MAT-102,1474,100,150,MT,442.2,Healthy
202505,PLT-05,MAT-102,2230,100,150,MT,669.0,Healthy
202506,PLT-05,MAT-102,2828,100,150,MT,848.4,Healthy
202507,PLT-05,MAT-102,3030,100,150,MT,909.0,Healthy
202509,PLT-05,MAT-102,2986,100,150,MT,895.8,Healthy
202510,PLT-05,MAT-102,3301,100,150,MT,990.3,Healthy
202511,PLT-05,MAT-102,4448,100,150,MT,1334.4,Healthy
202512,PLT-05,MAT-102,4777,100,150,MT,1433.1,Healthy
202501,PLT-05,MAT-103,120,100,150,MT,36.0,Healthy
202502,PLT-05,MAT-103,475,100,150,MT,142.5,Healthy
202504,PLT-05,MAT-103,644,100,150,MT,193.2,Healthy
202505,PLT-05,MAT-103,965,100,150,MT,289.5,Healthy
202506,PLT-05,MAT-103,802,100,150,MT,240.6,Healthy
202507,PLT-05,MAT-103,958,100,150,MT,287.4,Healthy
202509,PLT-05,MAT-103,1534,100,150,MT,460.2,Healthy
202510,PLT-05,MAT-103,1822,100,150,MT,546.6,Healthy
202511,PLT-05,MAT-103,2207,100,150,MT,662.1,Healthy
202601,PLT-05,MAT-103,2608,100,150,MT,782.4,Healthy
202502,PLT-05,MAT-104,415,100,150,MT,124.5,Healthy
202503,PLT-05,MAT-104,120,100,150,MT,36.0,Healthy
202505,PLT-05,MAT-104,914,100,150,MT,274.2,Healthy
202506,PLT-05,MAT-104,1417,100,150,MT,425.1,Healthy
202507,PLT-05,MAT-104,2016,100,150,MT,604.8,Healthy
202508,PLT-05,MAT-104,2051,100,150,MT,615.3,Healthy
202509,PLT-05,MAT-104,2370,100,150,MT,711.0,Healthy
202511,PLT-05,MAT-104,2741,100,150,MT,822.3,Healthy
202512,PLT-05,MAT-104,2848,100,150,MT,854.4,Healthy
202501,PLT-05,MAT-105,297,100,150,MT,89.1,Healthy
202502,PLT-05,MAT-105,120,100,150,MT,36.0,Healthy
202503,PLT-05,MAT-105,531,100,150,MT,159.3,Healthy
202504,PLT-05,MAT-105,1188,100,150,MT,356.4,Healthy
202505,PLT-05,MAT-105,2144,100,150,MT,643.2,Healthy
202506,PLT-05,MAT-105,1802,100,150,MT,540.6,Healthy
202507,PLT-05,MAT-105,2072,100,150,MT,621.6,Healthy
202508,PLT-05,MAT-105,1906,100,150,MT,571.8,Healthy
202509,PLT-05,MAT-105,1850,100,150,MT,555.0,Healthy
202510,PLT-05,MAT-105,1950,100,150,MT,585.0,Healthy
202511,PLT-05,MAT-105,1823,100,150,MT,546.9,Healthy
202512,PLT-05,MAT-105,2408,100,150,MT,722.4,Healthy
202501,PLT-05,MAT-106,206,100,150,MT,61.8,Healthy
202502,PLT-05,MAT-106,424,100,150,MT,127.2,Healthy
202503,PLT-05,MAT-106,120,100,150,MT,36.0,Healthy
202504,PLT-05,MAT-106,695,100,150,MT,208.5,Healthy
202505,PLT-05,MAT-106,921,100,150,MT,276.3,Healthy
202506,PLT-05,MAT-106,1610,100,150,MT,483.0,Healthy
202507,PLT-05,MAT-106,1894,100,150,MT,568.2,Healthy
202509,PLT-05,MAT-106,1522,100,150,MT,456.6,Healthy
202510,PLT-05,MAT-106,1346,100,150,MT,403.8,Healthy
202511,PLT-05,MAT-106,992,100,150,MT,297.6,Healthy
202512,PLT-05,MAT-106,1564,100,150,MT,469.2,Healthy
202501,PLT-05,MAT-107,2356,400,600,KG,176.7,Healthy
202502,PLT-05,MAT-107,1423,400,600,KG,106.7,Healthy
202503,PLT-05,MAT-107,816,400,600,KG,61.2,Healthy
202505,PLT-05,MAT-107,400,400,600,KG,30.0,Healthy
202509,PLT-05,MAT-107,1750,400,600,KG,131.2,Healthy
202512,PLT-05,MAT-107,1319,400,600,KG,98.9,Healthy
202502,PLT-05,MAT-108,2313,400,600,KG,173.5,Healthy
202506,PLT-05,MAT-108,1405,400,600,KG,105.4,Healthy
202507,PLT-05,MAT-108,1126,400,600,KG,84.4,Healthy
202510,PLT-05,MAT-108,869,400,600,KG,65.2,Healthy
202512,PLT-05,MAT-108,400,400,600,KG,30.0,Healthy
202501,PLT-05,MAT-109,458,120,180,EA,114.5,Healthy
202503,PLT-05,MAT-109,981,120,180,EA,245.2,Healthy
202505,PLT-05,MAT-109,684,120,180,EA,171.0,Healthy
202507,PLT-05,MAT-109,358,120,180,EA,89.5,Healthy
202508,PLT-05,MAT-109,150,120,180,EA,37.5,Healthy
202510,PLT-05,MAT-109,495,120,180,EA,123.8,Healthy
202501,PLT-05,MAT-110,1745,400,600,KG,130.9,Healthy
202502,PLT-05,MAT-110,848,400,600,KG,63.6,Healthy
202504,PLT-05,MAT-110,400,400,600,KG,30.0,Healthy
202505,PLT-05,MAT-110,1141,400,600,KG,85.6,Healthy
202506,PLT-05,MAT-110,1322,400,600,KG,99.1,Healthy
202509,PLT-05,MAT-110,2789,400,600,KG,209.2,Healthy
202512,PLT-05,MAT-110,5156,400,600,KG,386.7,Healthy
202501,PLT-05,MAT-111,1443,100,150,MT,432.9,Healthy
202507,PLT-05,MAT-111,1061,100,150,MT,318.3,Healthy
202508,PLT-05,MAT-111,804,100,150,MT,241.2,Healthy
202510,PLT-05,MAT-111,500,100,150,MT,150.0,Healthy
202511,PLT-05,MAT-111,331,100,150,MT,99.3,Healthy
202512,PLT-05,MAT-111,120,100,150,MT,36.0,Healthy
202503,PLT-05,MAT-112,507,100,150,MT,152.1,Healthy
202505,PLT-05,MAT-112,182,100,150,MT,54.6,Healthy
202510,PLT-05,MAT-112,120,100,150,MT,36.0,Healthy
202501,PLT-06,MAT-101,441,100,150,MT,132.3,Healthy
202502,PLT-06,MAT-101,120,100,150,MT,36.0,Healthy
202503,PLT-06,MAT-101,1316,100,150,MT,394.8,Healthy
202504,PLT-06,MAT-101,1981,100,150,MT,594.3,Healthy
202505,PLT-06,MAT-101,2079,100,150,MT,623.7,Healthy
202507,PLT-06,MAT-101,2638,100,150,MT,791.4,Healthy
202508,PLT-06,MAT-101,3120,100,150,MT,936.0,Healthy
202509,PLT-06,MAT-101,2819,100,150,MT,845.7,Healthy
202510,PLT-06,MAT-101,4075,100,150,MT,1222.5,Healthy
202511,PLT-06,MAT-101,4209,100,150,MT,1262.7,Healthy
202512,PLT-06,MAT-101,5032,100,150,MT,1509.6,Healthy
202601,PLT-06,MAT-101,5196,100,150,MT,1558.8,Healthy
202501,PLT-06,MAT-102,120,100,150,MT,36.0,Healthy
202503,PLT-06,MAT-102,556,100,150,MT,166.8,Healthy
202506,PLT-06,MAT-102,916,100,150,MT,274.8,Healthy
202508,PLT-06,MAT-102,1475,100,150,MT,442.5,Healthy
202509,PLT-06,MAT-102,1382,100,150,MT,414.6,Healthy
202511,PLT-06,MAT-102,2158,100,150,MT,647.4,Healthy
202512,PLT-06,MAT-102,2345,100,150,MT,703.5,Healthy
202601,PLT-06,MAT-102,2498,100,150,MT,749.4,Healthy
202501,PLT-06,MAT-103,120,100,150,MT,36.0,Healthy
202502,PLT-06,MAT-103,521,100,150,MT,156.3,Healthy
202503,PLT-06,MAT-103,668,100,150,MT,200.4,Healthy
202505,PLT-06,MAT-103,949,100,150,MT,284.7,Healthy
202506,PLT-06,MAT-103,1940,100,150,MT,582.0,Healthy
202508,PLT-06,MAT-103,2808,100,150,MT,842.4,Healthy
202509,PLT-06,MAT-103,3074,100,150,MT,922.2,Healthy
202510,PLT-06,MAT-103,3178,100,150,MT,953.4,Healthy
202511,PLT-06,MAT-103,3406,100,150,MT,1021.8,Healthy
202512,PLT-06,MAT-103,3961,100,150,MT,1188.3,Healthy
202601,PLT-06,MAT-103,4059,100,150,MT,1217.7,Healthy
202502,PLT-06,MAT-104,120,100,150,MT,36.0,Healthy
202504,PLT-06,MAT-104,171,100,150,MT,51.3,Healthy
202506,PLT-06,MAT-104,629,100,150,MT,188.7,Healthy
202508,PLT-06,MAT-104,792,100,150,MT,237.6,Healthy
202509,PLT-06,MAT-104,1193,100,150,MT,357.9,Healthy
202510,PLT-06,MAT-104,1684,100,150,MT,505.2,Healthy
202511,PLT-06,MAT-104,2193,100,150,MT,657.9,Healthy
202512,PLT-06,MAT-104,2401,100,150,MT,720.3,Healthy
202601,PLT-06,MAT-104,2824,100,150,MT,847.2,Healthy
202502,PLT-06,MAT-105,120,100,150,MT,36.0,Healthy
202503,PLT-06,MAT-105,712,100,150,MT,213.6,Healthy
202504,PLT-06,MAT-105,1216,100,150,MT,364.8,Healthy
202505,PLT-06,MAT-105,924,100,150,MT,277.2,Healthy
202507,PLT-06,MAT-105,714,100,150,MT,214.2,Healthy
202508,PLT-06,MAT-105,941,100,150,MT,282.3,Healthy
202510,PLT-06,MAT-105,1325,100,150,MT,397.5,Healthy
202511,PLT-06,MAT-105,1582,100,150,MT,474.6,Healthy
202601,PLT-06,MAT-105,2109,100,150,MT,632.7,Healthy
202501,PLT-06,MAT-106,283,100,150,MT,84.9,Healthy
202503,PLT-06,MAT-106,120,100,150,MT,36.0,Healthy
202504,PLT-06,MAT-106,646,100,150,MT,193.8,Healthy
202505,PLT-06,MAT-106,978,100,150,MT,293.4,Healthy
202507,PLT-06,MAT-106,1220,100,150,MT,366.0,Healthy
202508,PLT-06,MAT-106,1818,100,150,MT,545.4,Healthy
202509,PLT-06,MAT-106,1788,100,150,MT,536.4,Healthy
202510,PLT-06,MAT-106,1747,100,150,MT,524.1,Healthy
202511,PLT-06,MAT-106,2058,100,150,MT,617.4,Healthy
202512,PLT-06,MAT-106,2194,100,150,MT,658.2,Healthy
202504,PLT-06,MAT-107,4293,400,600,KG,322.0,Healthy
202505,PLT-06,MAT-107,3521,400,600,KG,264.1,Healthy
202507,PLT-06,MAT-107,2944,400,600,KG,220.8,Healthy
202508,PLT-06,MAT-107,2287,400,600,KG,171.5,Healthy
202510,PLT-06,MAT-107,2047,400,600,KG,153.5,Healthy
202511,PLT-06,MAT-107,1338,400,600,KG,100.4,Healthy
202512,PLT-06,MAT-107,400,400,600,KG,30.0,Healthy
202601,PLT-06,MAT-107,665,400,600,KG,49.9,Healthy
202501,PLT-06,MAT-108,1761,400,600,KG,132.1,Healthy
202502,PLT-06,MAT-108,1440,400,600,KG,108.0,Healthy
202504,PLT-06,MAT-108,934,400,600,KG,70.0,Healthy
202505,PLT-06,MAT-108,568,400,600,KG,42.6,Healthy
202506,PLT-06,MAT-108,400,400,600,KG,30.0,Healthy
202509,PLT-06,MAT-108,2257,400,600,KG,169.3,Healthy
202510,PLT-06,MAT-108,3119,400,600,KG,233.9,Healthy
202501,PLT-06,MAT-109,1296,120,180,EA,324.0,Healthy
202503,PLT-06,MAT-109,882,120,180,EA,220.5,Healthy
202504,PLT-06,MAT-109,848,120,180,EA,212.0,Healthy
202505,PLT-06,MAT-109,583,120,180,EA,145.8,Healthy
202508,PLT-06,MAT-109,410,120,180,EA,102.5,Healthy
202509,PLT-06,MAT-109,215,120,180,EA,53.8,Healthy
202510,PLT-06,MAT-109,150,120,180,EA,37.5,Healthy
202501,PLT-06,MAT-110,3567,400,600,KG,267.5,Healthy
202502,PLT-06,MAT-110,2836,400,600,KG,212.7,Healthy
202503,PLT-06,MAT-110,3410,400,600,KG,255.8,Healthy
202504,PLT-06,MAT-110,2999,400,600,KG,224.9,Healthy
202505,PLT-06,MAT-110,2330,400,600,KG,174.8,Healthy
202506,PLT-06,MAT-110,1612,400,600,KG,120.9,Healthy
202507,PLT-06,MAT-110,1218,400,600,KG,91.4,Healthy
202508,PLT-06,MAT-110,880,400,600,KG,66.0,Healthy
202510,PLT-06,MAT-110,400,400,600,KG,30.0,Healthy
202502,PLT-06,MAT-111,866,100,150,MT,259.8,Healthy
202505,PLT-06,MAT-111,430,100,150,MT,129.0,Healthy
202508,PLT-06,MAT-111,290,100,150,MT,87.0,Healthy
202509,PLT-06,MAT-111,209,100,150,MT,62.7,Healthy
202512,PLT-06,MAT-111,120,100,150,MT,36.0,Healthy
202501,PLT-06,MAT-112,2027,100,150,MT,608.1,Healthy
202502,PLT-06,MAT-112,1898,100,150,MT,569.4,Healthy
202503,PLT-06,MAT-112,1699,100,150,MT,509.7,Healthy
202504,PLT-06,MAT-112,1477,100,150,MT,443.1,Healthy
202506,PLT-06,MAT-112,1327,100,150,MT,398.1,Healthy
202507,PLT-06,MAT-112,1178,100,150,MT,353.4,Healthy
202508,PLT-06,MAT-112,869,100,150,MT,260.7,Healthy
202509,PLT-06,MAT-112,504,100,150,MT,151.2,Healthy
202510,PLT-06,MAT-112,470,100,150,MT,141.0,Healthy
202512,PLT-06,MAT-112,120,100,150,MT,36.0,Healthy
